hostname,pl_letter,gaia_id,tic_id,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_ratdor
"Kepler-1667","b","Gaia DR2 2131690988831633792","TIC 48353636","Transit",83.57752000,0.00095000,-0.00095000,0.388000,,,0.000000,,,88.810,,,,,,,,,37.800000
"Kepler-1667","b","Gaia DR2 2131690988831633792","TIC 48353636","Transit",83.57832590,0.00027730,-0.00027730,0.386000,,,0.000000,,,89.380,,,,,,,,,63.400000
"Kepler-1530","c","Gaia DR2 2130991596358782464","TIC 298892283","Transit",5.32353350,0.00058150,-0.00058150,0.060000,,,0.000000,,,85.110,,,,,,,,,9.420000
"Kepler-1693","c","Gaia DR2 2129417198787412608","TIC 406948151","Transit",5.36371700,0.00004200,-0.00004200,0.059000,,,0.000000,,,89.950,,,,,,,,,13.800000
"Kepler-1693","c","Gaia DR2 2129417198787412608","TIC 406948151","Transit",5.36374214,0.00003949,-0.00003949,0.059000,,,0.000000,,,88.240,,,,,,,,,12.890000
"Kepler-1693","b","Gaia DR2 2129417198787412608","TIC 406948151","Transit",12.09990650,0.00010870,-0.00010870,0.101100,,,0.000000,,,89.690,,,,,,,,,26.040000
"Kepler-1693","c","Gaia DR2 2129417198787412608","TIC 406948151","Transit",5.36374214,0.00003949,-0.00003949,0.059000,,,0.000000,,,88.240,,,,,,,,,12.890000
"Kepler-1820","b","Gaia DR2 2086634445439637376","TIC 351189211","Transit",31.03269900,0.00018680,-0.00018680,0.196400,,,0.000000,,,89.950,,,,,,,,,68.700000
"Kepler-1916","b","Gaia DR2 2128907162832189056","TIC 26751240","Transit",31.25432380,0.00035670,-0.00035670,,,,,,,,,,,,,,,,
"Kepler-1813","b","Gaia DR2 2129660087777589248","TIC 424864367","Transit",2.81814715,0.00001090,-0.00001090,0.036400,,,0.000000,,,88.520,,,,,,,,,11.840000
"Kepler-1750","b","Gaia DR2 2129654040463673600","TIC 424864368","Transit",205.91273500,0.00116900,-0.00116900,0.678500,,,0.000000,,,89.930,,,,,,,,,161.500000
"Kepler-1760","b","Gaia DR2 2131804925724122240","TIC 48421060","Transit",38.32609940,,,,,,,,,,,,,,,0.204,,,
"Kepler-1699","b","Gaia DR2 2129698261447024128","TIC 26584080","Transit",3.49078588,0.00000604,-0.00000604,,,,,,,,,,,,,,,,
"Kepler-1964","b",,"TIC 27991150","Transit",2.44083640,0.00000541,-0.00000541,0.032000,,,0.000000,,,84.220,,,,,,,,,10.880000
"Kepler-1717","b","Gaia DR2 2134842189160723072","TIC 27396246","Transit",30.65293730,0.00014750,-0.00014750,0.210100,,,0.000000,,,89.950,,,,,,,,,47.920000
"Kepler-1831","b","Gaia DR2 2134935544568504832","TIC 27456723","Transit",5.78387022,,,,,,,,,,,,,,,0.176,,,
"Kepler-534","c","Gaia DR2 2134886100904948608","TIC 27847148","Transit",7.37868381,0.00000799,-0.00000799,,,,,,,,,,,,,,,,
"Kepler-324","b","Gaia DR2 2132078120004385152","TIC 243271716","Transit",4.38536461,0.00001458,-0.00001458,0.050600,,,0.000000,,,89.380,,,,,,,,,13.470000
"KOI-984","b",,"TIC 122784501","Transit",4.28737750,0.00000460,-0.00000460,0.052000,,,0.000000,,,87.660,,,,,,,,,16.300000
"Kepler-1821","b","Gaia DR2 2135051371246744960","TIC 27187386","Transit",16.45819349,0.00005590,-0.00005590,0.125500,,,0.000000,,,89.950,,,,,,,,,67.000000
"Kepler-1821","b","Gaia DR2 2135051371246744960","TIC 27187386","Transit",16.45818610,0.00005977,-0.00005977,,,,,,,,,,,,,,,,
"Kepler-1488","b","Gaia DR2 2133584309198180736","TIC 399825584","Transit",39.81899320,0.00029070,-0.00029070,0.227800,,,0.000000,,,89.950,,,,,,,,,28.538000
"Kepler-1839","b","Gaia DR2 2135105625273603456","TIC 27082730","Transit",5.05673900,0.00009600,-0.00009600,0.058000,,,0.000000,,,84.800,,,,,,,,,7.700000
"Kepler-1860","b","Gaia DR2 2135104903719129984","TIC 27082724","Transit",12.73723710,0.00012980,-0.00012980,0.102100,,,0.000000,,,89.240,,,,,,,,,27.300000
"Kepler-385","b","Gaia DR2 2135203000771400320","TIC 27082352","Transit",10.04372368,0.00001181,-0.00001181,,,,,,,,,,,,,,,,
"Kepler-595","b","Gaia DR2 2135237601028549888","TIC 27231753","Transit",25.30292332,0.00003003,-0.00003003,0.164800,,,0.000000,,,89.950,,,,,,,,,44.527000
"Kepler-394","b","Gaia DR2 2135378231142791808","TIC 27777414","Transit",8.00505342,0.00004743,-0.00004743,,,,,,,,,,,,,0.164,0.051,-0.023,
"Kepler-1752","b","Gaia DR2 2136207095405014912","TIC 417655835","Transit",56.35850143,,,,,,,,,,,,,,,0.405,,,
"Kepler-1903","b","Gaia DR2 2136206476929730688","TIC 417655814","Transit",17.06789970,,,,,,,,,,,,,,,0.204,,,
"TOI-1075","b","Gaia DR2 6426188308031756288","TIC 351601843","Transit",0.60474268,0.00000713,-0.00000713,,,,,,,,,,,,,0.167,0.085,-0.085,
"HD 18599","b","Gaia DR2 4728513943538448512","TIC 207141131","Transit",4.13743792,0.00000420,-0.00000420,,,,,,,,,,,,,0.239,0.063,-0.063,
"Kepler-1903","b","Gaia DR2 2136206476929730688","TIC 417655814","Transit",17.06758770,0.00016140,-0.00016140,0.132700,,,0.000000,,,89.950,,,,,,,,,21.400000
"Kepler-1799","b","Gaia DR2 2133366369675069568","TIC 298961646","Transit",11.92976844,0.00007035,-0.00007035,0.102800,,,0.000000,,,89.950,,,,,,,,,14.670000
"Kepler-1770","b","Gaia DR2 2075969526254302848","TIC 268603980","Transit",16.84183355,0.00006239,-0.00006239,,,,,,,,,,,,,,,,
"Kepler-1770","b","Gaia DR2 2075969526254302848","TIC 268603980","Transit",16.84189987,,,,,,,,,,,,,,,0.253,,,
"Kepler-1770","b","Gaia DR2 2075969526254302848","TIC 268603980","Transit",16.84183355,0.00006239,-0.00006239,0.126100,,,0.000000,,,88.950,,,,,,,,,37.500000
"Kepler-1799","b","Gaia DR2 2133366369675069568","TIC 298961646","Transit",11.92976844,0.00007035,-0.00007035,0.102800,,,0.000000,,,89.950,,,,,,,,,14.670000
"Kepler-1799","b","Gaia DR2 2133366369675069568","TIC 298961646","Transit",11.92960247,0.00001123,-0.00001123,,,,,,,,,,,,,,,,
"Kepler-1868","b","Gaia DR2 2078226308223597696","TIC 275571117","Transit",211.03281900,0.00063210,-0.00063210,,,,,,,,,,,,,,,,
"Kepler-1868","b","Gaia DR2 2078226308223597696","TIC 275571117","Transit",211.03387410,0.00082590,-0.00082590,0.610800,,,0.000000,,,89.380,,,,,,,,,125.100000
"Kepler-1850","b","Gaia DR2 2106001651264391040","TIC 158389981","Transit",1.38578596,0.00000471,-0.00000471,0.020500,,,0.000000,,,89.380,,,,,,,,,6.373000
"Kepler-1730","b","Gaia DR2 2105275015817638272","TIC 351803524","Transit",13.81020094,0.00003108,-0.00003108,0.113100,,,0.000000,,,88.240,,,,,,,,,24.100000
"Kepler-1730","b","Gaia DR2 2105275015817638272","TIC 351803524","Transit",13.81020094,0.00003108,-0.00003108,0.113100,,,0.000000,,,88.240,,,,,,,,,24.100000
"Kepler-1730","b","Gaia DR2 2105275015817638272","TIC 351803524","Transit",13.81020318,0.00002968,-0.00002968,0.113100,,,0.000000,,,88.040,,,,,,,,,23.200000
"Kepler-1778","b","Gaia DR2 2106006156689931648","TIC 158433884","Transit",10.08744556,0.00002418,-0.00002418,0.095600,,,0.000000,,,85.490,,,,,,,,,11.720000
"Kepler-1778","b","Gaia DR2 2106006156689931648","TIC 158433884","Transit",10.08740044,,,,,,,,,,,,,,,0.269,,,
"Kepler-1778","b","Gaia DR2 2106006156689931648","TIC 158433884","Transit",10.08750800,0.00009200,-0.00009200,0.095000,,,0.000000,,,81.930,,,,,,,,,7.000000
"Kepler-1832","b","Gaia DR2 2075993990389052160","TIC 269263219","Transit",3.13878100,0.00001204,-0.00001204,0.037000,,,0.000000,,,89.380,,,,,,,,,14.571000
"Kepler-381","c","Gaia DR2 2105835281411929728","TIC 164884235","Transit",13.39152873,0.00005509,-0.00005509,,,,,,,,,,,,,0.118,0.027,-0.030,
"Kepler-381","b","Gaia DR2 2105835281411929728","TIC 164884235","Transit",5.62904396,0.00002165,-0.00002165,,,,,,,,,,,,,,,,
"Kepler-381","c","Gaia DR2 2105835281411929728","TIC 164884235","Transit",13.39143819,0.00003612,-0.00003612,,,,,,,,,,,,,,,,
"Kepler-381","d","Gaia DR2 2105835281411929728","TIC 164884235","Transit",8.25628570,0.00003697,-0.00003697,0.085000,,,0.000000,,,87.440,,,,,,,,,18.240000
"Kepler-1311","c","Gaia DR2 2102877015319104640","TIC 159106207","Transit",2.53573424,0.00001018,-0.00001018,0.036400,,,0.000000,,,89.380,,,,,,,,,4.975000
"Kepler-1311","c","Gaia DR2 2102877015319104640","TIC 159106207","Transit",2.53571657,0.00001177,-0.00001177,,,,,,,,,,,,,,,,
"Kepler-1311","c","Gaia DR2 2102877015319104640","TIC 159106207","Transit",2.53573424,0.00001018,-0.00001018,0.036400,,,0.000000,,,89.380,,,,,,,,,4.975000
"Kepler-1311","c","Gaia DR2 2102877015319104640","TIC 159106207","Transit",,,,,,,,,,,,,,,,0.125,0.007,-0.007,
"Kepler-1311","b","Gaia DR2 2102877015319104640","TIC 159106207","Transit",11.17269940,0.00013870,-0.00013870,0.097900,,,0.000000,,,89.380,,,,,,,,,14.283000
"Kepler-1311","b","Gaia DR2 2102877015319104640","TIC 159106207","Transit",11.17269940,0.00013870,-0.00013870,0.097900,,,0.000000,,,89.380,,,,,,,,,14.283000
"Kepler-1311","c","Gaia DR2 2102877015319104640","TIC 159106207","Transit",2.53573424,0.00001018,-0.00001018,0.036400,,,0.000000,,,89.380,,,,,,,,,4.975000
"Kepler-462","c","Gaia DR2 2075998903831657472","TIC 269263577","Transit",207.58272340,0.00063960,-0.00063960,0.860000,,,0.000000,,,89.950,,,,,,,,,235.100000
"Kepler-1835","b","Gaia DR2 2116970280483501952","TIC 351799800","Transit",11.96407399,0.00005738,-0.00005738,,,,,,,,,,,,,,,,
"Kepler-1835","b","Gaia DR2 2116970280483501952","TIC 351799800","Transit",11.96721766,0.00006263,-0.00006263,0.099700,,,0.000000,,,89.950,,,,,,,,,23.290000
"Kepler-1919","b","Gaia DR2 2105329819599365248","TIC 164459883","Transit",37.88694820,0.00044360,-0.00044360,0.210700,,,0.000000,,,89.950,,,,,,,,,55.400000
"Kepler-1919","b","Gaia DR2 2105329819599365248","TIC 164459883","Transit",37.88629770,0.00046500,-0.00046500,0.210700,,,0.000000,,,89.970,,,,,,,,,56.750000
"Kepler-1919","b","Gaia DR2 2105329819599365248","TIC 164459883","Transit",37.88629770,0.00046500,-0.00046500,,,,,,,,,,,,,,,,
"Kepler-1919","b","Gaia DR2 2105329819599365248","TIC 164459883","Transit",37.88694820,0.00044360,-0.00044360,0.210700,,,0.000000,,,89.950,,,,,,,,,55.400000
"Kepler-1952","b","Gaia DR2 2103115403182003328","TIC 158635959","Transit",27.21113850,0.00043540,-0.00043540,0.172400,,,0.000000,,,89.950,,,,,,,,,22.220000
"Kepler-1685","b","Gaia DR2 2079576783379820928","TIC 272270869","Transit",20.49054658,0.00001166,-0.00001166,,,,,,,,,,,,,,,,
"Kepler-1685","b","Gaia DR2 2079576783379820928","TIC 272270869","Transit",20.49050000,,,,,,,,,,,,,,,0.230,,,
"KIC 8121913","b","Gaia DR2 2078991014258266624","TIC 268484648","Orbital Brightness Modulation",3.29460100,0.00001300,-0.00022000,,,,,,,,,,2.10000,0.40000,-0.40000,,,,
"Kepler-1815","b","Gaia DR2 2076050683953049728","TIC 239273090","Transit",12.19147100,0.00005400,-0.00005400,0.098000,,,0.000000,,,89.950,,,,,,,,,48.000000
"Kepler-1782","b","Gaia DR2 2117335077826003840","TIC 123202646","Transit",5.75624255,0.00000521,-0.00000521,0.058100,,,0.000000,,,87.090,,,,,,,,,17.010000
"Kepler-1782","b","Gaia DR2 2117335077826003840","TIC 123202646","Transit",5.75622988,,,,,,,,,,,,,,,0.199,,,
"Kepler-1926","b","Gaia DR2 2126202432947724160","TIC 159649308","Transit",42.87741690,0.00025960,-0.00025960,,,,,,,,,,,,,,,,
"Kepler-1926","b","Gaia DR2 2126202432947724160","TIC 159649308","Transit",42.87749034,0.00000745,-0.00000745,,,,,,,,,,,,,,,,
"Kepler-1038","c","Gaia DR2 2079028676836456960","TIC 268483792","Transit",7.12765980,,,,,,,,,,,,,,,0.126,,,
"Kepler-1038","c","Gaia DR2 2079028676836456960","TIC 268483792","Transit",7.12766417,0.00003986,-0.00003986,,,,,,,,,,,,,,,,
"Kepler-1038","b","Gaia DR2 2079028676836456960","TIC 268483792","Transit",148.46047117,0.00000712,-0.00000712,,,,,,,,,,,,,,,,
"Kepler-1802","c","Gaia DR2 2076053604520641024","TIC 239291510","Transit",33.13642590,0.00024240,-0.00024240,0.172300,,,0.000000,,,89.380,,,,,,,,,59.300000
"Kepler-1802","c","Gaia DR2 2076053604520641024","TIC 239291510","Transit",33.13628610,0.00023920,-0.00023920,,,,,,,,,,,,,,,,
"Kepler-1802","b","Gaia DR2 2076053604520641024","TIC 239291510","Transit",7.72515184,0.00005801,-0.00005801,0.065300,,,0.000000,,,89.380,,,,,,,,,34.200000
"Kepler-1802","b","Gaia DR2 2076053604520641024","TIC 239291510","Transit",7.72510000,0.00019000,-0.00019000,0.065000,,,0.000000,,,89.380,,,,,,,,,25.900000
"Kepler-1683","b","Gaia DR2 2079071626510258432","TIC 274126997","Transit",15.03343000,0.00024000,-0.00024000,0.112000,,,0.000000,,,88.240,,,,,,,,,22.100000
"Kepler-1891","b","Gaia DR2 2126892067256468736","TIC 159221689","Transit",4.02229023,,,,,,,,,,,,,,,0.136,,,
"Kepler-1891","b","Gaia DR2 2126892067256468736","TIC 159221689","Transit",4.02230933,0.00000944,-0.00000944,0.047400,,,0.000000,,,88.810,,,,,,,,,29.600000
"Kepler-1847","b","Gaia DR2 2079680137473255808","TIC 272490211","Transit",11.12969710,0.00009103,-0.00009103,,,,,,,,,,,,,,,,
"Kepler-1847","b","Gaia DR2 2079680137473255808","TIC 272490211","Transit",11.12968583,0.00007465,-0.00007465,0.098900,,,0.000000,,,88.810,,,,,,,,,26.800000
"Kepler-1817","b","Gaia DR2 2105396099534835456","TIC 351804260","Transit",44.29934830,0.00026640,-0.00026640,,,,,,,,,,,,,,,,
"Kepler-1817","b","Gaia DR2 2105396099534835456","TIC 351804260","Transit",44.29944770,0.00024910,-0.00024910,0.227700,,,0.000000,,,89.380,,,,,,,,,59.600000
"Kepler-1900","b","Gaia DR2 2126561732730882432","TIC 63010445","Transit",2.98618134,0.00002655,-0.00002655,,,,,,,,,,,,,,,,
"Kepler-1900","b","Gaia DR2 2126561732730882432","TIC 63010445","Transit",2.98616791,0.00003189,-0.00003189,0.042000,,,0.000000,,,88.240,,,,,,,,,7.340000
"Kepler-1942","b","Gaia DR2 2079825273006700160","TIC 271350547","Transit",4.62602725,0.00000944,-0.00000944,0.051600,,,0.000000,,,89.950,,,,,,,,,61.300000
"Kepler-1942","b","Gaia DR2 2079825273006700160","TIC 271350547","Transit",4.62602867,0.00001063,-0.00001063,,,,,,,,,,,,,,,,
"Kepler-1942","b","Gaia DR2 2079825273006700160","TIC 271350547","Transit",4.62602867,0.00001063,-0.00001063,0.051600,,,0.000000,,,88.900,,,,,,,,,38.600000
"Kepler-647","c","Gaia DR2 2106710978002603904","TIC 164786172","Transit",29.66629667,0.00006106,-0.00006106,0.183100,,,0.000000,,,89.950,,,,,,,,,27.582000
"Kepler-647","b","Gaia DR2 2106710978002603904","TIC 164786172","Transit",16.22549750,0.00013350,-0.00013350,0.122200,,,0.000000,,,89.160,,,,,,,,,18.640000
"Kepler-1702","b","Gaia DR2 2105983066946463488","TIC 164830907","Transit",18.50101970,0.00015940,-0.00015940,0.128100,,,0.000000,,,89.950,,,,,,,,,44.000000
"Kepler-1702","b","Gaia DR2 2105983066946463488","TIC 164830907","Transit",18.50120000,,,,,,,,,,,,,,,0.143,,,
"Kepler-1934","b","Gaia DR2 2051019683267537024","TIC 122680921","Transit",1.41974915,0.00000493,-0.00000493,0.025300,,,0.000000,,,84.220,,,,,,,,,5.850000
"Kepler-1807","b","Gaia DR2 2126190991155243264","TIC 159763602","Transit",10.86060638,0.00004083,-0.00004083,0.098800,,,0.000000,,,89.950,,,,,,,,,37.020000
"Kepler-1090","b","Gaia DR2 2079650828617180288","TIC 271885110","Transit",198.68017900,0.00217600,-0.00217600,0.619000,,,0.000000,,,89.950,,,,,,,,,177.300000
"Kepler-1090","c","Gaia DR2 2079650828617180288","TIC 271885110","Transit",42.42548000,0.00030000,-0.00030000,0.222000,,,0.000000,,,88.240,,,,,,,,,28.300000
"KOI-7892","b","Gaia DR2 2105414310196331264","TIC 123449386","Transit",31.80990000,0.00919000,-0.00933000,,,,,,,89.300,0.490,-0.720,,,,0.366,0.196,-0.170,34.700000
"Kepler-1866","b","Gaia DR2 2106290208647252608","TIC 158213683","Transit",11.66016670,0.00010240,-0.00010240,0.101600,,,0.000000,,,76.070,,,,,,,,,4.090000
"Kepler-607","c","Gaia DR2 2126248505058677120","TIC 159579593","Transit",39.67696170,0.00025150,-0.00025150,0.212200,,,0.000000,,,87.660,,,,,,,,,20.700000
"Kepler-607","c","Gaia DR2 2126248505058677120","TIC 159579593","Transit",39.67679977,,,,,,,,,,,,,,,0.246,,,
"Kepler-607","b","Gaia DR2 2126248505058677120","TIC 159579593","Transit",0.63816320,0.00000168,-0.00000168,0.013500,,,0.000000,,,85.940,,,,,,,,,4.049000
"Kepler-607","c","Gaia DR2 2126248505058677120","TIC 159579593","Transit",39.67696170,0.00025150,-0.00025150,0.212200,,,0.000000,,,87.660,,,,,,,,,20.700000
"Kepler-607","b","Gaia DR2 2126248505058677120","TIC 159579593","Transit",0.63816293,0.00000192,-0.00000192,0.013500,,,0.000000,,,88.690,,,,,,,,,4.024000
"Kepler-607","c","Gaia DR2 2126248505058677120","TIC 159579593","Transit",39.67660710,0.00024460,-0.00024460,,,,,,,,,,,,,,,,
"Kepler-1854","b","Gaia DR2 2099068444479581184","TIC 120825566","Transit",39.83125360,0.00020660,-0.00020660,0.211900,,,0.000000,,,89.890,,,,,,,,,123.300000
"Kepler-1784","b","Gaia DR2 2079270981709055232","TIC 273690421","Transit",13.59051180,0.00000474,-0.00000474,,,,,,,,,,,,,,,,
"Kepler-1784","b","Gaia DR2 2079270981709055232","TIC 273690421","Transit",13.59056583,0.00005258,-0.00005258,0.107200,,,0.000000,,,84.800,,,,,,,,,10.740000
"Kepler-1784","b","Gaia DR2 2079270981709055232","TIC 273690421","Transit",13.59049988,,,,,,,,,,,,,,,0.250,,,
"Kepler-1804","b","Gaia DR2 2081919842663938688","TIC 185185751","Transit",12.28850460,0.00010920,-0.00010920,0.101700,,,0.000000,,,88.640,,,,,,,,,26.700000
"Kepler-1804","b","Gaia DR2 2081919842663938688","TIC 185185751","Transit",12.28859000,0.00017000,-0.00017000,0.101000,,,0.000000,,,88.810,,,,,,,,,26.000000
"Kepler-1796","b","Gaia DR2 2081915204099064960","TIC 185336831","Transit",29.45542216,0.00000610,-0.00000610,,,,,,,,,,,,,,,,
"Kepler-1207","b","Gaia DR2 2134833427427670016","TIC 27390527","Transit",13.68237119,0.00008986,-0.00008986,,,,,,,,,,,,,0.145,0.045,-0.016,
"Kepler-1207","b","Gaia DR2 2134833427427670016","TIC 27390527","Transit",13.68246022,0.00010718,-0.00010718,,,,,,,,,,,,,,,,
"Kepler-1320","b","Gaia DR2 2101307290671768704","TIC 121603556","Transit",0.86838650,0.00000140,-0.00000140,0.016000,,,0.000000,,,87.660,,,,,,,,,6.200000
"Kepler-400","b","Gaia DR2 2101510008826160256","TIC 122707140","Transit",9.02439100,0.00003100,-0.00003100,0.086000,,,0.000000,,,87.660,,,,,,,,,16.500000
"HD 68988","b","Gaia DR2 1090159839002347136","TIC 73312938","Radial Velocity",6.27641870,0.00000820,-0.00000780,0.070200,0.000970,-0.000990,0.158100,0.002700,-0.003100,,,,1.91400,0.05300,-0.05400,,,,
"HD 106252","b","Gaia DR2 3905603054348141440","TIC 397558558","Radial Velocity",1535.00000000,4.00000000,-4.00000000,2.655000,0.017000,-0.017000,0.480000,0.010000,-0.010000,46.000,4.900,-4.100,10.00000,0.78000,-0.73000,,,,
"BD-11 4672","c","Gaia DR2 4154598526336121600","TIC 217831699","Radial Velocity",74.20000000,0.06000000,-0.08000000,0.300000,0.010000,-0.010000,0.400000,0.130000,-0.150000,,,,0.04836,0.00934,-0.00884,,,,
"Kepler-401","b","Gaia DR2 2133178765503484160","TIC 267746315","Transit",14.38345309,0.00000834,-0.00000834,,,,,,,,,,,,,,,,
"Kepler-401","b","Gaia DR2 2133178765503484160","TIC 267746315","Transit",,,,,,,,,,,,,,,,0.220,0.028,-0.017,
"Kepler-401","b","Gaia DR2 2133178765503484160","TIC 267746315","Transit",14.38339880,0.00011083,-0.00011083,,,,,,,,,,,,,,,,
"Kepler-1796","b","Gaia DR2 2081915204099064960","TIC 185336831","Transit",29.45571540,0.00014490,-0.00014490,0.187900,,,0.000000,,,89.950,,,,,,,,,66.290000
"Kepler-1165","b","Gaia DR2 2106208363750121728","TIC 158326744","Transit",9.47829613,0.00001210,-0.00001210,,,,,,,,,,,,,,,,
"Kepler-1913","b","Gaia DR2 2126997654731597440","TIC 159304134","Transit",14.19596210,0.00012000,-0.00012000,0.120900,,,0.000000,,,87.660,,,,,,,,,19.290000
"Kepler-281","b","Gaia DR2 2078404532186285568","TIC 270858032","Transit",14.64613000,0.00016000,-0.00016000,0.115000,,,0.000000,,,87.660,,,,,,,,,15.800000
"Kepler-281","d","Gaia DR2 2078404532186285568","TIC 270858032","Transit",148.27226710,0.00086200,-0.00086200,0.545600,,,0.000000,,,89.950,,,,,,,,,159.300000
"Kepler-281","c","Gaia DR2 2078404532186285568","TIC 270858032","Transit",36.33750453,0.00007262,-0.00007262,0.213700,,,0.000000,,,88.170,,,,,,,,,25.870000
"Kepler-281","b","Gaia DR2 2078404532186285568","TIC 270858032","Transit",14.64627064,0.00009787,-0.00009787,0.116600,,,0.000000,,,88.810,,,,,,,,,18.530000
"Kepler-281","b","Gaia DR2 2078404532186285568","TIC 270858032","Transit",14.64633684,0.00000978,-0.00000978,,,,,,,,,,,,,,,,
"Kepler-281","c","Gaia DR2 2078404532186285568","TIC 270858032","Transit",36.33767000,0.00014000,-0.00014000,0.211000,,,0.000000,,,88.240,,,,,,,,,29.000000
"Kepler-1846","b","Gaia DR2 2079893820684922112","TIC 271044777","Transit",14.82005960,0.00011190,-0.00011190,0.108900,,,0.000000,,,89.880,,,,,,,,,29.320000
"Kepler-1959","b","Gaia DR2 2079749303627032448","TIC 272173269","Transit",6.38671206,0.00002762,-0.00002762,,,,,,,,,,,,,,,,
"Kepler-1959","b","Gaia DR2 2079749303627032448","TIC 272173269","Transit",6.38672890,0.00001947,-0.00001947,0.061700,,,0.000000,,,89.950,,,,,,,,,39.700000
"Kepler-1768","b","Gaia DR2 2076155515517119744","TIC 239236731","Transit",15.13589954,,,,,,,,,,,,,,,0.199,,,
"Kepler-1828","b","Gaia DR2 2051816485600508544","TIC 137638020","Transit",10.27380957,0.00005929,-0.00005929,0.092400,,,0.000000,,,89.710,,,,,,,,,24.370000
"Kepler-1828","b","Gaia DR2 2051816485600508544","TIC 137638020","Transit",10.27377201,0.00005696,-0.00005696,0.090900,,,0.000000,,,89.950,,,,,,,,,24.550000
"Kepler-1893","b","Gaia DR2 2079299809530106496","TIC 274022334","Transit",4.17939037,0.00002877,-0.00002877,,,,,,,,,,,,,,,,
"Kepler-1742","b","Gaia DR2 2106221351731318784","TIC 158326424","Transit",49.47816490,0.00018080,-0.00018080,0.258300,,,0.000000,,,89.950,,,,,,,,,148.800000
"Kepler-1881","b","Gaia DR2 2126446661968043136","TIC 270615772","Transit",159.38805100,0.00276000,-0.00276000,0.557000,,,0.000000,,,89.950,,,,,,,,,143.000000
"Kepler-1067","c","Gaia DR2 2106374557504930944","TIC 351910733","Transit",5.42594400,0.00004800,-0.00004800,0.059000,,,0.000000,,,89.380,,,,,,,,,16.500000
"Kepler-1067","b","Gaia DR2 2106374557504930944","TIC 351910733","Transit",0.76212926,0.00000273,-0.00000273,0.015800,,,0.000000,,,86.520,,,,,,,,,5.190000
"Kepler-1925","b","Gaia DR2 2127063316192062464","TIC 159177232","Transit",46.71693440,0.00079220,-0.00079220,0.255500,,,0.000000,,,89.950,,,,,,,,,48.710000
"Kepler-1721","b","Gaia DR2 2106989772919325440","TIC 164527535","Transit",4.59238005,,,,,,,,,,,,,,,0.278,,,
"Kepler-1721","b","Gaia DR2 2106989772919325440","TIC 164527535","Transit",4.59239200,0.00001400,-0.00001400,0.051000,,,0.000000,,,89.380,,,,,,,,,15.000000
"Kepler-1721","b","Gaia DR2 2106989772919325440","TIC 164527535","Transit",4.59239084,0.00000357,-0.00000357,0.052000,,,0.000000,,,89.950,,,,,,,,,15.690000
"HD 99109","b","Gaia DR2 3796826582305099520","TIC 38158652","Radial Velocity",439.29999000,5.60000000,-5.60000000,1.110000,0.020000,-0.020000,0.090000,0.120000,-0.120000,,,,0.44000,0.08000,-0.08000,,,,
"HD 141937","b","Gaia DR2 6248534171318085376","TIC 437430894","Radial Velocity",653.22000000,1.21000000,-1.21000000,1.487700,0.009700,-0.009700,0.410000,0.010000,-0.010000,,,,9.31600,0.32900,-0.32900,,,,
"8 UMi","b","Gaia DR2 1700658653802527104","TIC 257005016","Radial Velocity",93.40000000,4.50000000,-4.50000000,0.490000,0.030000,-0.030000,0.060000,0.180000,-0.180000,,,,1.50000,0.20000,-0.20000,,,,
"K2-146","b","Gaia DR2 661192902209491456","TIC 175261852","Transit",2.66980000,0.00010000,-0.00010000,0.024800,0.000200,-0.000200,0.140000,0.070000,-0.070000,88.500,0.300,-0.300,0.01762,0.00220,-0.00220,0.201,0.009,-0.009,15.250000
"Kepler-1777","b","Gaia DR2 2051104586182508928","TIC 122374509","Transit",12.18420006,0.00004127,-0.00004127,0.103100,,,0.000000,,,88.360,,,,,,,,,26.000000
"Kepler-1514","b","Gaia DR2 2051866238502437632","TIC 137685450","Transit",217.83201452,0.00000023,-0.00000023,,,,,,,,,,,,,,,,
"Kepler-1899","b","Gaia DR2 2051903999855859712","TIC 137348756","Transit",4.09578199,0.00002002,-0.00002002,0.045700,,,0.000000,,,86.600,,,,,,,,,12.680000
"Kepler-1844","b","Gaia DR2 2051868300086828544","TIC 137817056","Transit",3.92452160,0.00001784,-0.00001784,0.047800,,,0.000000,,,88.240,,,,,,,,,8.070000
"Kepler-1810","b","Gaia DR2 2052658367909936768","TIC 351057636","Transit",101.13234750,0.00058760,-0.00058760,0.413700,,,0.000000,,,89.980,,,,,,,,,182.900000
"Kepler-1773","b","Gaia DR2 2099957605786905344","TIC 120763491","Transit",40.80953000,0.00034000,-0.00034000,0.240000,,,0.000000,,,88.240,,,,,,,,,35.000000
"Kepler-1773","b","Gaia DR2 2099957605786905344","TIC 120763491","Transit",40.80970001,,,,,,,,,,,,,,,0.313,,,
"Kepler-1736","b","Gaia DR2 2051368056655683328","TIC 394179552","Transit",37.80994353,0.00000525,-0.00000525,,,,,,,,,,,,,,,,
