hostname,pl_letter,gaia_id,tic_id,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_ratdor
"Kepler-1073","c","Gaia DR2 2052069201482198784","TIC 138568416","Transit",4.02581966,0.00002123,-0.00002123,,,,,,,,,,,,,,,,
"Kepler-1073","c","Gaia DR2 2052069201482198784","TIC 138568416","Transit",4.02582254,0.00001484,-0.00001484,,,,,,,,,,,,,0.146,0.030,-0.016,
"Kepler-1678","b","Gaia DR2 2051934236426454784","TIC 137687119","Transit",147.97400000,,,,,,,,,,,,,,,0.295,,,
"Kepler-1678","b","Gaia DR2 2051934236426454784","TIC 137687119","Transit",147.97302700,0.00109000,-0.00109000,0.540700,,,0.000000,,,89.950,,,,,,,,,131.600000
"Kepler-418","b","Gaia DR2 2052117923590073600","TIC 377871791","Transit",86.67855186,0.00006294,-0.00006294,0.389000,,,0.000000,,,89.950,,,,,,,,,67.940000
"Kepler-418","c","Gaia DR2 2052117923590073600","TIC 377871791","Transit",12.21829987,,,,,,,,,,,,,,,0.466,,,
"Kepler-1914","b","Gaia DR2 2052735368085096576","TIC 137151294","Transit",30.82782450,0.00031580,-0.00031580,,,,,,,,,,,,,,,,
"Kepler-1727","b","Gaia DR2 2052880194379878272","TIC 122376998","Transit",9.02929974,,,,,,,,,,,,,,,0.283,,,
"Kepler-1741","b","Gaia DR2 2053093637076689664","TIC 137689252","Transit",2.75759025,0.00000652,-0.00000652,0.030100,,,0.000000,,,89.380,,,,,,,,,19.570000
"Kepler-1897","b","Gaia DR2 2052410599840071040","TIC 138645719","Transit",24.22049000,0.00028000,-0.00028000,0.151000,,,0.000000,,,89.380,,,,,,,,,54.000000
"Kepler-1944","b","Gaia DR2 2073229474559368832","TIC 184554636","Transit",9.84257984,,,,,,,,,,,,,,,0.246,,,
"Kepler-1944","b","Gaia DR2 2073229474559368832","TIC 184554636","Transit",9.84262076,0.00003528,-0.00003528,,,,,,,,,,,,,,,,
"Kepler-1795","b","Gaia DR2 2100442009378111744","TIC 120893436","Transit",13.36020599,0.00005775,-0.00005775,0.100400,,,0.000000,,,89.950,,,,,,,,,37.510000
"Kepler-1772","b","Gaia DR2 2101002725951186560","TIC 122062591","Transit",3.21510938,0.00000788,-0.00000788,0.041800,,,0.000000,,,63.990,,,,,,,,,2.180000
"Kepler-1961","b","Gaia DR2 2100656826462352128","TIC 120821730","Transit",5.60471010,,,,,,,,,,,,,,,0.144,,,
"Kepler-1762","b","Gaia DR2 2101083368257255040","TIC 122447896","Transit",29.53921293,0.00001250,-0.00001250,,,,,,,,,,,,,,,,
"Kepler-1933","b","Gaia DR2 2103314346067173504","TIC 120103486","Transit",4.94330596,0.00001530,-0.00001530,0.056100,,,0.000000,,,79.910,,,,,,,,,5.300000
"Kepler-1933","b","Gaia DR2 2103314346067173504","TIC 120103486","Transit",4.94328533,0.00002863,-0.00002863,0.055700,,,0.000000,,,89.950,,,,,,,,,14.090000
"Kepler-1933","b","Gaia DR2 2103314346067173504","TIC 120103486","Transit",4.94329023,,,,,,,,,,,,,,,0.105,,,
"Kepler-1758","b","Gaia DR2 2073662166743600896","TIC 169932440","Transit",9.97726191,0.00008636,-0.00008636,0.089000,,,0.000000,,,89.380,,,,,,,,,12.640000
"Kepler-1811","b","Gaia DR2 2101148411242230272","TIC 122294261","Transit",76.42230225,,,,,,,,,,,,,,,0.343,,,
"Kepler-1725","b","Gaia DR2 2076524710904427520","TIC 377908774","Transit",16.71979000,0.00010000,-0.00010000,0.135000,,,0.000000,,,88.810,,,,,,,,,32.000000
"Kepler-1755","b","Gaia DR2 2073715630497465856","TIC 239225129","Transit",24.81097206,0.00001931,-0.00001931,,,,,,,,,,,,,,,,
"Kepler-1951","b","Gaia DR2 2101129032350251904","TIC 122446866","Transit",20.65776020,0.00037640,-0.00037640,0.135900,,,0.000000,,,88.810,,,,,,,,,17.600000
"Kepler-1812","b","Gaia DR2 2073767994738269952","TIC 170346516","Transit",7.16521372,0.00002550,-0.00002550,0.076500,,,0.000000,,,89.380,,,,,,,,,33.040000
"Kepler-1852","b","Gaia DR2 2100570824038577792","TIC 121465404","Transit",7.97097190,0.00002183,-0.00002183,0.076200,,,0.000000,,,87.650,,,,,,,,,22.200000
"Kepler-1809","b","Gaia DR2 2101194109695286272","TIC 122300177","Transit",3.75730700,0.00002800,-0.00002800,0.043000,,,0.000000,,,89.380,,,,,,,,,31.000000
"Kepler-633","b",,"TIC 138969239","Transit",8.50340600,0.00008600,-0.00008600,0.088000,,,0.000000,,,82.510,,,,,,,,,7.420000
"Kepler-1937","b","Gaia DR2 2101567359532639872","TIC 122597057","Transit",9.68866460,0.00053490,-0.00053490,0.094100,,,0.000000,,,89.950,,,,,,,,,37.990000
"Kepler-1827","b","Gaia DR2 2053573711340731392","TIC 137555923","Transit",3.70061994,,,,,,,,,,,,,,,0.166,,,
"Kepler-1805","b","Gaia DR2 2103822075621468672","TIC 120422519","Transit",8.84786839,0.00002709,-0.00002709,0.065200,,,0.000000,,,89.380,,,,,,,,,30.550000
"Kepler-1836","b","Gaia DR2 2053579930453436800","TIC 137556026","Transit",5.25419736,0.00002083,-0.00002083,0.060200,,,0.000000,,,88.810,,,,,,,,,13.280000
"Kepler-1721","b","Gaia DR2 2106989772919325440","TIC 164527535","Transit",4.59239382,0.00000302,-0.00000302,,,,,,,,,,,,,,,,
"Kepler-1747","b","Gaia DR2 2106814984930919296","TIC 164670571","Transit",6.23033032,0.00000958,-0.00000958,0.066000,,,0.000000,,,89.380,,,,,,,,,30.750000
"Kepler-1747","b","Gaia DR2 2106814984930919296","TIC 164670571","Transit",6.23033500,0.00001007,-0.00001007,,,,,,,,,,,,,,,,
"Kepler-1747","b","Gaia DR2 2106814984930919296","TIC 164670571","Transit",6.23033032,0.00000958,-0.00000958,0.066000,,,0.000000,,,89.380,,,,,,,,,30.750000
"Kepler-1747","b","Gaia DR2 2106814984930919296","TIC 164670571","Transit",6.23022700,0.00003800,-0.00003800,0.063000,,,0.000000,,,85.940,,,,,,,,,13.600000
"Kepler-1940","b","Gaia DR2 2126645673572302080","TIC 159647359","Transit",4.95060632,0.00002014,-0.00002014,,,,,,,,,,,,,,,,
"Kepler-1940","b","Gaia DR2 2126645673572302080","TIC 159647359","Transit",4.95062352,0.00001978,-0.00001978,0.052400,,,0.000000,,,88.810,,,,,,,,,18.760000
"Kepler-1823","b","Gaia DR2 2106827216998206336","TIC 164559875","Transit",21.10325899,0.00006656,-0.00006656,0.155600,,,0.000000,,,89.950,,,,,,,,,81.300000
"Kepler-1823","b","Gaia DR2 2106827216998206336","TIC 164559875","Transit",21.10325899,0.00006656,-0.00006656,0.155600,,,0.000000,,,89.950,,,,,,,,,81.300000
"Kepler-1700","b","Gaia DR2 2106262274180389376","TIC 158325998","Transit",234.24425700,0.00353700,-0.00353700,0.801700,,,0.000000,,,88.810,,,,,,,,,55.900000
"HD 22496","b","Gaia DR2 4833654227548585856","TIC 200851505","Radial Velocity",5.09071000,0.00026000,-0.00026000,0.051000,0.002400,-0.002600,,,,,,,0.01753,0.00230,-0.00214,,,,24.300000
"Kepler-1901","b","Gaia DR2 2126648422351703168","TIC 159647219","Transit",3.48412874,0.00001483,-0.00001483,,,,,,,,,,,,,,,,
"Kepler-1901","b","Gaia DR2 2126648422351703168","TIC 159647219","Transit",3.48412874,0.00001483,-0.00001483,0.045300,,,0.000000,,,89.680,,,,,,,,,18.840000
"Kepler-1901","b","Gaia DR2 2126648422351703168","TIC 159647219","Transit",3.48412991,,,,,,,,,,,,,,,0.132,,,
"Kepler-1968","b","Gaia DR2 2126669411851377792","TIC 159762011","Transit",7.28116667,0.00007789,-0.00007789,,,,,,,,,,,,,,,,
"Kepler-1674","b","Gaia DR2 2079934640055270144","TIC 271256817","Transit",62.56259000,0.00089000,-0.00089000,0.302000,,,0.000000,,,89.950,,,,,,,,,91.300000
"Kepler-1674","b","Gaia DR2 2079934640055270144","TIC 271256817","Transit",62.56110000,,,,,,,,,,,,,,,0.286,,,
"Kepler-1833","b","Gaia DR2 2127402790405934464","TIC 159520040","Transit",6.89213244,0.00003308,-0.00003308,,,,,,,,,,,,,,,,
"Kepler-1833","b","Gaia DR2 2127402790405934464","TIC 159520040","Transit",6.89204000,0.00006700,-0.00006700,0.074000,,,0.000000,,,88.810,,,,,,,,,27.600000
"Kepler-1322","c","Gaia DR2 2126524001437900928","TIC 275490412","Transit",6.46008273,0.00003108,-0.00003108,0.065100,,,0.000000,,,89.950,,,,,,,,,28.000000
"Kepler-1322","c","Gaia DR2 2126524001437900928","TIC 275490412","Transit",6.46005600,0.00003800,-0.00003800,0.067000,,,0.000000,,,87.660,,,,,,,,,17.000000
"Kepler-1322","c","Gaia DR2 2126524001437900928","TIC 275490412","Transit",6.46004728,0.00003015,-0.00003015,0.065200,,,0.000000,,,86.820,,,,,,,,,14.920000
"Kepler-1749","b","Gaia DR2 2127463224886292224","TIC 159389232","Transit",14.53410194,0.00004915,-0.00004915,0.097800,,,0.000000,,,88.810,,,,,,,,,27.850000
"Kepler-1848","b","Gaia DR2 2085242360641759616","TIC 268712158","Transit",5.60402307,0.00001164,-0.00001164,,,,,,,,,,,,,,,,
"Kepler-1848","b","Gaia DR2 2085242360641759616","TIC 268712158","Transit",5.60401852,0.00001364,-0.00001364,0.060800,,,0.000000,,,89.380,,,,,,,,,40.950000
"HD 29021","b","Gaia DR2 471536354830504448","TIC 458350670","Radial Velocity",1365.00000000,7.00000000,-7.00000000,2.294000,0.019000,-0.019000,0.453000,0.014000,-0.013000,33.700,6.800,-4.900,4.47000,0.67000,-0.65000,,,,
"Kepler-1837","b","Gaia DR2 2130247467504662016","TIC 158665571","Transit",5.90608978,,,,,,,,,,,,,,,0.184,,,
"Kepler-1837","b","Gaia DR2 2130247467504662016","TIC 158665571","Transit",5.90608902,0.00003734,-0.00003734,0.065000,,,0.000000,,,89.930,,,,,,,,,19.040000
"Kepler-1779","b","Gaia DR2 2082208254002842240","TIC 239309962","Transit",16.34356447,0.00005778,-0.00005778,0.121800,,,0.000000,,,88.810,,,,,,,,,21.190000
"Kepler-1779","b","Gaia DR2 2082208254002842240","TIC 239309962","Transit",16.34356447,0.00005778,-0.00005778,0.121800,,,0.000000,,,88.810,,,,,,,,,21.190000
"Kepler-1726","b","Gaia DR2 2107201909944691968","TIC 164721250","Transit",18.39628156,0.00002302,-0.00002302,0.129500,,,0.000000,,,89.380,,,,,,,,,45.500000
"Kepler-1726","b","Gaia DR2 2107201909944691968","TIC 164721250","Transit",18.39628156,0.00002302,-0.00002302,0.129500,,,0.000000,,,89.380,,,,,,,,,45.500000
"Kepler-1748","b","Gaia DR2 2106499562532338944","TIC 158112888","Transit",5.82349237,0.00001492,-0.00001492,0.061500,,,0.000000,,,89.380,,,,,,,,,20.990000
"Kepler-1788","b","Gaia DR2 2127435363438637952","TIC 159646433","Transit",2.80011127,0.00000401,-0.00000401,,,,,,,,,,,,,,,,
"Kepler-1797","b","Gaia DR2 2126749165104841088","TIC 63288848","Transit",23.35900015,0.00000780,-0.00000780,,,,,,,,,,,,,,,,
"Kepler-1790","b","Gaia DR2 2080062664440262784","TIC 271164778","Transit",31.58889790,0.00012110,-0.00012110,0.197000,,,0.000000,,,89.840,,,,,,,,,70.100000
"Kepler-1790","b","Gaia DR2 2080062664440262784","TIC 271164778","Transit",31.58889961,,,,,,,,,,,,,,,0.281,,,
"Kepler-1790","b","Gaia DR2 2080062664440262784","TIC 271164778","Transit",31.58889520,0.00011440,-0.00011440,0.203900,,,0.000000,,,89.950,,,,,,,,,68.300000
"Kepler-1873","b","Gaia DR2 2080062389562356864","TIC 271164726","Transit",0.55884131,0.00000077,-0.00000077,0.012800,,,0.000000,,,88.240,,,,,,,,,5.468000
"Kepler-1873","b","Gaia DR2 2080062389562356864","TIC 271164726","Transit",0.55884131,0.00000077,-0.00000077,0.012800,,,0.000000,,,88.240,,,,,,,,,5.468000
"Kepler-1873","b","Gaia DR2 2080062389562356864","TIC 271164726","Transit",0.55884123,0.00000079,-0.00000079,0.012800,,,0.000000,,,86.650,,,,,,,,,5.260000
"Kepler-1315","c","Gaia DR2 2080388566557873280","TIC 271881331","Transit",6.56606340,0.00000412,-0.00000412,,,,,,,,,,,,,,,,
"Kepler-1315","c","Gaia DR2 2080388566557873280","TIC 271881331","Transit",6.56606842,0.00001677,-0.00001677,0.064000,,,0.000000,,,89.380,,,,,,,,,27.910000
"Kepler-1315","b","Gaia DR2 2080388566557873280","TIC 271881331","Transit",0.84338011,0.00000082,-0.00000082,0.016300,,,0.000000,,,88.240,,,,,,,,,4.545000
"Kepler-1668","b","Gaia DR2 2080249100380387712","TIC 273132513","Transit",15.43400000,,,,,,,,,,,,,,,0.388,,,
"Kepler-352","c","Gaia DR2 2085281530744134272","TIC 269271535","Transit",16.33273212,0.00003401,-0.00003401,,,,,,,,,,,,,,,,
"Kepler-352","d","Gaia DR2 2085281530744134272","TIC 269271535","Transit",6.88729828,0.00005051,-0.00005051,0.066500,,,0.000000,,,89.380,,,,,,,,,21.410000
"Kepler-352","c","Gaia DR2 2085281530744134272","TIC 269271535","Transit",,,,,,,,,,,,,,,,0.136,0.022,-0.024,
"Kepler-1085","b","Gaia DR2 2130321925058256384","TIC 158487108","Transit",219.32175280,0.00089460,-0.00089460,0.739100,,,0.000000,,,89.950,,,,,,,,,132.400000
"Kepler-1912","b","Gaia DR2 2119099931425654912","TIC 123444694","Transit",6.05922662,0.00001252,-0.00001252,0.067000,,,0.000000,,,89.950,,,,,,,,,36.200000
"Kepler-1714","b","Gaia DR2 2128069334973424000","TIC 270698316","Transit",10.27531708,0.00001244,-0.00001244,0.105500,,,0.000000,,,87.090,,,,,,,,,10.570000
"Kepler-1666","b","Gaia DR2 2079523903745213056","TIC 273685548","Transit",25.84749580,0.00017020,-0.00017020,,,,,,,,,,,,,,,,
"Kepler-1666","c","Gaia DR2 2079523903745213056","TIC 273685548","Transit",40.71554030,0.00018110,-0.00018110,0.238300,,,0.000000,,,89.950,,,,,,,,,44.430000
"Kepler-1666","b","Gaia DR2 2079523903745213056","TIC 273685548","Transit",25.84760000,,,,,,,,,,,,,,,0.257,,,
"Kepler-1666","c","Gaia DR2 2079523903745213056","TIC 273685548","Transit",40.71583266,0.00000543,-0.00000543,,,,,,,,,,,,,,,,
"Kepler-1666","b","Gaia DR2 2079523903745213056","TIC 273685548","Transit",25.84749580,0.00017020,-0.00017020,0.176100,,,0.000000,,,89.910,,,,,,,,,33.650000
"Kepler-1853","b","Gaia DR2 2107294505140214784","TIC 164784178","Transit",48.88826680,0.00066490,-0.00066490,0.239500,,,0.000000,,,86.810,,,,,,,,,17.770000
"Kepler-1905","b","Gaia DR2 2128263776731304960","TIC 63362238","Transit",3.42392993,,,,,,,,,,,,,,,0.129,,,
"Kepler-1905","b","Gaia DR2 2128263776731304960","TIC 63362238","Transit",3.42390809,0.00001790,-0.00001790,0.045100,,,0.000000,,,89.160,,,,,,,,,14.590000
"Kepler-1905","b","Gaia DR2 2128263776731304960","TIC 63362238","Transit",3.42391461,0.00001835,-0.00001835,0.044500,,,0.000000,,,89.380,,,,,,,,,14.580000
"Kepler-1684","b","Gaia DR2 2128117541685424128","TIC 270789362","Transit",47.70550000,,,,,,,,,,,,,,,0.256,,,
"Kepler-1681","b","Gaia DR2 2080316995223800960","TIC 272602477","Transit",69.89560000,,,,,,,,,,,,,,,0.228,,,
"Kepler-1681","b","Gaia DR2 2080316995223800960","TIC 272602477","Transit",69.89567890,0.00052430,-0.00052430,0.320000,,,0.000000,,,89.080,,,,,,,,,54.600000
"Kepler-1953","b","Gaia DR2 2130377106797534336","TIC 158625687","Transit",6.24563503,0.00004661,-0.00004661,0.060600,,,0.000000,,,89.380,,,,,,,,,19.670000
"Kepler-1774","b","Gaia DR2 2102110724433416960","TIC 121660779","Transit",59.77114370,0.00020930,-0.00020930,0.309600,,,0.000000,,,89.380,,,,,,,,,71.700000
"Kepler-1774","b","Gaia DR2 2102110724433416960","TIC 121660779","Transit",59.77080154,,,,,,,,,,,,,,,0.284,,,
"Kepler-598","c","Gaia DR2 2053546910744629504","TIC 137969066","Transit",86.49450000,,,,,,,,,,,,,,,0.270,,,
"Kepler-1932","b","Gaia DR2 2103829913941569664","TIC 120496423","Transit",0.52417702,,,,,,,,,,,,,,,0.135,,,
"Kepler-27","b","Gaia DR2 2053586321364864640","TIC 137556626","Transit",15.33525912,0.00001798,-0.00001798,0.120100,,,0.000000,,,89.950,,,,,,,,,34.230000
"Kepler-27","b","Gaia DR2 2053586321364864640","TIC 137556626","Transit",15.33528675,0.00001989,-0.00001989,,,,,,,,,,,,,,,,
"Kepler-27","d","Gaia DR2 2053586321364864640","TIC 137556626","Transit",6.54628992,,,,,,,,,,,,,,,0.241,,,
"Kepler-1312","c","Gaia DR2 2053550106200274688","TIC 137899873","Transit",1.11611998,,,,,,,,,,,,,,,0.092,,,
"Kepler-1943","b","Gaia DR2 2077381299180152704","TIC 138100223","Transit",4.85026423,0.00007222,-0.00007222,0.057100,,,0.000000,,,88.240,,,,,,,,,7.810000
"Kepler-1849","b","Gaia DR2 2103867224319533824","TIC 399821807","Transit",57.29315500,0.00053120,-0.00053120,0.259700,,,0.000000,,,89.950,,,,,,,,,88.960000
"Kepler-1849","b","Gaia DR2 2103867224319533824","TIC 399821807","Transit",57.29323090,0.00053150,-0.00053150,,,,,,,,,,,,,,,,
"Kepler-1688","b","Gaia DR2 2101475241074002176","TIC 122068161","Transit",5.62006198,0.00002995,-0.00002995,0.057700,,,0.000000,,,78.720,,,,,,,,,4.950000
"Kepler-1468","c","Gaia DR2 2077389820395188736","TIC 138219758","Transit",3.54549347,0.00003081,-0.00003081,,,,,,,,,,,,,,,,
"Kepler-1468","b","Gaia DR2 2077389820395188736","TIC 138219758","Transit",8.23984869,0.00003988,-0.00003988,0.080500,,,0.000000,,,88.810,,,,,,,,,11.210000
"Kepler-487","b","Gaia DR2 2076692386427776768","TIC 139158696","Transit",15.35876777,0.00000213,-0.00000213,,,,,,,,,,,,,,,,
"Kepler-487","d","Gaia DR2 2076692386427776768","TIC 139158696","Transit",2.41839004,,,,,,,,,,,,,,,0.248,,,
"Kepler-1722","b","Gaia DR2 2076834154709585664","TIC 360023124","Transit",9.17858057,0.00001280,-0.00001280,0.081500,,,0.000000,,,89.380,,,,,,,,,31.960000
"Kepler-1824","b","Gaia DR2 2076833055197955584","TIC 360023295","Transit",95.61146170,0.00086300,-0.00086300,0.426700,,,0.000000,,,89.970,,,,,,,,,99.390000
"Kepler-1889","b","Gaia DR2 2076787116226614272","TIC 169178161","Transit",37.30331970,0.00058790,-0.00058790,,,,,,,,,,,,,,,,
"Kepler-1927","b","Gaia DR2 2076827454560320768","TIC 184427149","Transit",73.75027650,0.00052250,-0.00052250,,,,,,,,,,,,,,,,
"Kepler-1822","b","Gaia DR2 2076881364987303296","TIC 169177842","Transit",22.13342240,0.00010920,-0.00010920,,,,,,,,,,,,,,,,
"Kepler-1840","b","Gaia DR2 2075338028623847168","TIC 171090560","Transit",131.18792100,0.00156300,-0.00156300,0.464400,,,0.000000,,,89.970,,,,,,,,,148.700000
"Kepler-1879","b","Gaia DR2 2102232083029221504","TIC 121944984","Transit",10.61345435,0.00002664,-0.00002664,0.095000,,,0.000000,,,89.950,,,,,,,,,77.400000
"Kepler-1958","b","Gaia DR2 2102249812654697472","TIC 121943923","Transit",9.32867952,0.00003812,-0.00003812,0.085600,,,0.000000,,,89.960,,,,,,,,,46.090000
"Kepler-1715","b","Gaia DR2 2077420842932795776","TIC 138431008","Transit",35.59696840,0.00011310,-0.00011310,,,,,,,,,,,,,,,,
"Kepler-1888","b","Gaia DR2 2102245375949400960","TIC 122066892","Transit",11.39169979,,,,,,,,,,,,,,,0.118,,,
"Kepler-1888","b","Gaia DR2 2102245375949400960","TIC 122066892","Transit",11.39169531,0.00007567,-0.00007567,,,,,,,,,,,,,,,,
"Kepler-501","b","Gaia DR2 2076943796633684352","TIC 169176340","Transit",5.64067242,0.00000071,-0.00000071,,,,,,,,,,,,,,,,
"Kepler-196","c","Gaia DR2 2104094071610116608","TIC 164828012","Transit",47.42693000,0.00043000,-0.00043000,0.236000,,,0.000000,,,89.950,,,,,,,,,71.000000
"Kepler-196","d","Gaia DR2 2104094071610116608","TIC 164828012","Transit",122.07992210,0.00051630,-0.00051630,0.469800,,,0.000000,,,89.380,,,,,,,,,87.900000
"Kepler-196","b","Gaia DR2 2104094071610116608","TIC 164828012","Transit",20.73989166,0.00004359,-0.00004359,,,,,,,,,,,,,,,,
"Kepler-1686","b","Gaia DR2 2101744552703459712","TIC 63005636","Transit",9.30987000,,,,,,,,,,,,,,,0.127,,,
"Kepler-1883","b","Gaia DR2 2101700297360624128","TIC 63121790","Transit",103.42742336,0.00001846,-0.00001846,,,,,,,,,,,,,,,,
"Kepler-1902","b","Gaia DR2 2077668752749671424","TIC 63370825","Transit",3.82223397,0.00002231,-0.00002231,,,,,,,,,,,,,,,,
"Kepler-1892","b","Gaia DR2 2075381734212529792","TIC 268492383","Transit",6.33125228,0.00003802,-0.00003802,0.063300,,,0.000000,,,89.700,,,,,,,,,18.210000
"Kepler-1945","b",,"TIC 123408849","Transit",6.08004821,0.00001793,-0.00001793,0.059700,,,0.000000,,,89.380,,,,,,,,,34.500000
"Kepler-1746","b","Gaia DR2 2102490189082470528","TIC 158722379","Transit",321.21250730,0.00039130,-0.00039130,0.876700,,,0.000000,,,89.950,,,,,,,,,377.000000
"Kepler-1781","b","Gaia DR2 2101755788338161920","TIC 63005080","Transit",4.88753111,0.00002174,-0.00002174,0.057400,,,0.000000,,,89.550,,,,,,,,,18.600000
"Kepler-1909","b","Gaia DR2 2101944835616987136","TIC 159573063","Transit",2.39161966,0.00001199,-0.00001199,0.030600,,,0.000000,,,88.150,,,,,,,,,9.290000
"Kepler-1909","b","Gaia DR2 2101944835616987136","TIC 159573063","Transit",2.39161966,0.00001199,-0.00001199,,,,,,,,,,,,,,,,
"Kepler-1950","b","Gaia DR2 2105573945541164544","TIC 158388625","Transit",10.77699440,0.00012090,-0.00012090,0.087100,,,0.000000,,,89.870,,,,,,,,,31.790000
"Kepler-1950","b","Gaia DR2 2105573945541164544","TIC 158388625","Transit",10.77704620,0.00012970,-0.00012970,0.087100,,,0.000000,,,89.950,,,,,,,,,31.640000
"Kepler-1729","b","Gaia DR2 2077201219791653248","TIC 272708868","Transit",4.22095900,0.00000850,-0.00000850,0.044000,,,0.000000,,,86.520,,,,,,,,,9.200000
"Kepler-1266","b","Gaia DR2 2105528350169042560","TIC 158167159","Transit",28.47500060,0.00019440,-0.00019440,,,,,,,,,,,,,,,,
"Kepler-1266","b","Gaia DR2 2105528350169042560","TIC 158167159","Transit",28.47500060,0.00019440,-0.00019440,0.168900,,,0.000000,,,88.280,,,,,,,,,27.800000
"Kepler-1266","b","Gaia DR2 2105528350169042560","TIC 158167159","Transit",28.47474800,0.00020450,-0.00020450,0.172500,,,0.000000,,,88.240,,,,,,,,,25.100000
"Kepler-1946","b","Gaia DR2 2104797381093952256","TIC 123451321","Transit",3.03520869,0.00000531,-0.00000531,0.039400,,,0.000000,,,52.140,,,,,,,,,55.500000
"Kepler-1780","b","Gaia DR2 2078135461074212736","TIC 270862497","Transit",109.44496660,0.00043890,-0.00043890,0.423000,,,0.000000,,,89.380,,,,,,,,,122.300000
"Kepler-1718","b","Gaia DR2 2125814129244571264","TIC 63212231","Transit",135.18782340,0.00036790,-0.00036790,0.475600,,,0.000000,,,89.950,,,,,,,,,118.380000
"Kepler-1884","b","Gaia DR2 2078716484251777152","TIC 272707494","Transit",8.98832035,,,,,,,,,,,,,,,0.162,,,
"Kepler-1713","b","Gaia DR2 2105620159389754624","TIC 158432813","Transit",18.01164974,0.00005122,-0.00005122,,,,,,,,,,,,,,,,
"Kepler-1882","b","Gaia DR2 2126078080761742336","TIC 159449495","Transit",13.78714400,0.00009700,-0.00009700,0.115000,,,0.000000,,,84.800,,,,,,,,,10.000000
"Kepler-1882","b","Gaia DR2 2126078080761742336","TIC 159449495","Transit",13.78730011,,,,,,,,,,,,,,,0.133,,,
"Kepler-1769","b","Gaia DR2 2078083436127470080","TIC 271261159","Transit",89.19347050,0.00011890,-0.00011890,0.396100,,,0.000000,,,89.950,,,,,,,,,171.000000
"Kepler-1967","b","Gaia DR2 2075973718142345472","TIC 268604336","Transit",7.28170196,0.00003069,-0.00003069,0.073500,,,0.000000,,,89.950,,,,,,,,,34.260000
