HIP,X,Y,Z,Exo,Discovery,Multi,MaxPMass,StarMass,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y1
5862,0.316844619,-0.01761062,-15.11154149,0, None,0,0,0,0.19,-0.42,0.33,0.16,0.2,0.2,0.13,0.19,0.19,0.26,0.18,0.13,0.15,0.09,0.12,0.18,0.1
5891,-62.23323379,-4.501148916,-10.60813732,0, None,0,0,0,0.18,nan,0.19,0.1,0.02,0.11,0.06,0.08,0.18,nan,0.12,0.11,0.13,0.04,nan,0.17,0.21
5928,71.53984406,14.72306222,-78.12800395,0, None,0,0,0,0.25,-3.03,0,0.13,0.33,0.32,0.39,0.27,0.2,0.28,0.26,0.35,0.26,0.18,0.27,0.27,0.16
5936,-13.27574862,-3.097283214,105.8493511,0, None,0,0,0,0.28,-3.01,0.07,0.15,0.44,0.37,0.44,0.47,0.23,0.2,0.21,0.21,0.29,0.39,0.42,0.34,0.2
5938,22.38710122,5.738409754,11.72156969,0, None,0,0,0,0.1,nan,-0.02,-0.04,-0.04,-0.01,-0.14,0.02,0.08,nan,0.05,0.08,0.09,-0.1,0.01,-0.01,0.12
5944,11.25454305,3.147586093,-20.03757407,0, None,0,0,0,-0.05,-0.55,-0.08,-0.21,-0.17,0.02,-0.05,-0.07,0.11,0.36,0.04,-0.09,-0.01,-0.18,0.01,-0.13,-0.16
5947,-13.91755613,-3.998583431,-71.16330332,0, None,0,0,0,0.09,nan,nan,nan,0.13,-0.13,nan,0.24,0.26,0.64,0.86,0.5,0.49,0.5,0.85,0.15,1.8
5951,-61.64663462,-19.19718122,-48.21126054,0, None,0,0,0,-0.37,-3.24,-0.58,-0.55,-0.21,-0.21,-0.12,-0.28,-0.16,-0.37,-0.32,-0.36,-0.27,-0.51,-0.34,-0.47,-0.46
5985,-17.92906163,-7.489012389,-22.69644427,0, None,0,0,0,0.11,nan,0.24,0.06,0.05,0.18,0,0.07,0.16,0.28,0.11,0.01,0.07,-0.01,0.24,0.07,nan
6116,-78.72648829,-78.60179853,54.9284344,0, None,0,0,0,0.16,nan,0,0.01,0.01,0.08,0.12,-0.04,0.12,nan,0.11,0.06,0.11,0.15,nan,0.19,0.15
6177,18.0092488,25.84159233,11.60648963,0, None,0,0,0,-0.07,nan,0.08,0.13,-0.12,-0.02,-0.02,-0.11,0.02,0.02,0.07,0.09,-0.01,-0.03,-0.05,-0.09,0.04
6197,26.78112331,43.76026578,9.432984618,0, None,0,0,0,0.22,nan,0.22,0.16,0.15,0.12,0.07,0.16,0.18,0.19,0.19,0.19,0.17,0.07,0.21,0.18,0.21
6206,-1.792667989,-3.051182596,-38.01816513,0, None,0,0,0,0.06,nan,-0.03,0.04,-0.08,0.01,-0.03,0.06,-0.02,nan,0.05,-0.02,0.08,nan,0.01,0.03,nan
6273,4.296893716,14.11452955,-28.90974318,0, None,0,0,0,0.04,nan,-0.15,nan,-0.11,-0.01,-0.02,nan,0.01,nan,0.06,0.03,0.06,nan,-0.02,0.03,nan
6276,4.413341353,14.99833675,30.64169348,0, None,0,0,0,0.06,nan,-0.02,-0.13,-0.23,-0.11,-0.17,-0.04,0.07,nan,-0.05,-0.03,0.01,-0.13,nan,-0.07,0.08
6322,-8.338128978,-64.45458101,28.01204797,0, None,0,0,0,-0.38,-2.02,0.02,-0.33,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.82,nan,nan,0.57
6339,1.535365939,28.29719039,-2.10876158,0, None,0,0,0,0.12,nan,0.14,0.13,0.05,0.08,0,0.12,0.11,nan,0.06,0.12,0.1,0.04,nan,0.12,-0.18
6376,-5.853463519,80.63616523,3.057898971,0, None,0,0,0,0.17,nan,-0.09,-0.1,0.01,0.07,0.02,-0.03,0.14,nan,0.09,0.06,0.13,0.16,nan,0.17,0.29
6390,0.618150928,-5.519490259,-29.03309927,0, None,0,0,0,0.06,nan,0.2,nan,0.11,0.08,0.16,0.09,0.15,0.35,0.27,0.49,0.07,-0.1,0.18,0.08,nan
6405,-3.86801175,25.13250697,-4.282351664,0, None,0,0,0,-0.02,-1.57,nan,nan,-0.17,nan,nan,-0.1,nan,nan,-0.1,nan,nan,nan,nan,-0.17,nan
6411,-0.26218769,1.578282829,65.72675005,0, None,0,0,0,0.19,-2.92,-0.08,0.04,0.3,0.27,0.42,0.25,0.22,0.17,0.16,0.16,0.29,0.16,0.23,0.21,0.24
6431,-10.45533955,44.42305964,8.519505861,0, None,0,0,0,0.31,nan,nan,nan,0.14,nan,nan,0.08,nan,nan,0.06,nan,nan,nan,nan,0.14,nan
6442,8.339919619,-31.23156978,-44.72929884,0, None,0,0,0,0.03,nan,nan,nan,-0.04,nan,nan,0,nan,nan,0.08,nan,nan,nan,nan,0,nan
6455,8.510814436,-24.55548403,25.66173152,0, None,0,0,0,-0.06,-1.57,-0.1,-0.17,-0.18,-0.05,-0.13,-0.09,-0.03,-0.05,-0.03,-0.11,-0.08,-0.25,-0.11,-0.11,-0.02
6456,-9.35833394,26.49863113,-11.86949713,0, None,0,0,0,0.42,nan,0.53,0.3,0.65,0.43,0.46,0.45,0.41,0.63,0.42,0.56,0.4,0.36,0.68,0.48,0.27
6458,21.14074816,-59.7074303,72.46695294,0, None,0,0,0,-0.13,nan,-0.33,-0.19,-0.32,-0.2,-0.3,-0.34,-0.13,nan,-0.16,-0.25,-0.21,-0.29,nan,-0.14,0.08
6497,2.176549516,-4.650895219,-73.45844428,0, None,0,0,0,0.3,nan,0.35,-0.02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6498,36.79055372,-76.51355814,20.16046303,0, None,0,0,0,0.4,nan,0.43,0.14,0.5,nan,nan,0.33,nan,nan,0.33,nan,nan,nan,nan,0.44,nan
6512,25.14493638,-47.7017554,17.38722849,0, None,0,0,0,-0.05,nan,0.02,0.07,-0.05,0.13,0.13,0.02,-0.01,-0.02,0.07,0.03,-0.08,-0.09,0.03,-0.01,0.09
6537,6.22755643,-9.388212396,-33.02300986,0, None,0,0,0,-0.06,-3.46,-0.14,0.01,-0.06,0.2,0.07,0.1,-0.09,-0.05,-0.04,-0.15,-0.07,-0.16,0.06,-0.06,-0.26
6575,-4.208957321,5.041362012,31.15226431,0, None,0,0,0,-0.17,nan,-0.15,-0.12,-0.34,-0.15,-0.27,-0.14,-0.12,nan,-0.16,-0.14,-0.16,-0.35,nan,-0.19,-0.09
6605,51.5239521,-51.82775861,-22.05293738,0, None,0,0,0,-0.14,-3.48,-0.17,-0.04,-0.14,0.02,-0.05,-0.09,-0.09,-0.08,-0.1,-0.19,-0.17,-0.18,-0.04,-0.14,-0.18
6613,-21.52308822,20.7778938,-10.89174123,0, None,0,0,0,-0.02,nan,-0.01,-0.05,-0.22,0,-0.07,-0.05,0.01,nan,-0.03,0.01,-0.03,-0.16,nan,-0.03,-0.18
6653,-3.787154609,2.924315569,43.40519256,0, None,0,0,0,0.21,nan,0.29,0.01,0.23,0.28,0.2,0.2,0.24,0.31,0.2,0.14,0.2,0.12,0.3,0.21,0.17
6669,2.843142816,-1.914284639,-67.98717597,0, None,0,0,0,-0.01,-0.05,-0.17,-0.13,0.15,0.03,0.27,0.12,0.03,0.3,0.45,0.6,0.2,0.08,0.55,0.17,0.26
6670,32.71932805,-21.72354622,-78.95472717,0, None,0,0,0,-0.21,-3.79,-0.42,-0.39,-0.07,-0.05,0.11,-0.01,-0.19,-0.26,-0.16,-0.13,-0.11,-0.29,-0.14,-0.22,-0.33
6682,-56.80730896,36.28761256,70.00305305,0, None,0,0,0,0.04,nan,-0.09,-0.09,-0.03,0.08,0.13,0.1,-0.01,0.05,0.06,0.01,-0.03,0.06,0.09,0.06,0.21
6711,-33.06681651,14.51570225,-20.88874277,0, None,0,0,0,-0.15,nan,0,0.03,-0.13,-0.13,-0.28,-0.06,-0.13,nan,-0.16,-0.21,nan,-0.45,-0.19,-0.19,nan
6712,1.870547024,-0.814957124,52.92678743,0, None,0,0,0,0.23,nan,0.13,0.13,0.23,0.1,0.12,0.17,0.24,nan,0.2,0.3,0.2,0.13,nan,0.19,0.19
6714,-30.15094949,12.49858959,89.56730292,0, None,0,0,0,0.11,nan,-0.06,-0.05,-0.03,0.27,nan,0.02,0.11,nan,0.03,-0.01,nan,-0.04,nan,0.01,nan
6732,-75.13104261,24.69926423,32.60232709,0, None,0,0,0,0.07,-3.59,-0.09,0.07,0.12,0.15,0.18,0.23,0.06,0.06,0.04,0,0.06,0.06,0.19,0.09,-0.02
6744,14.93258143,-4.391616152,40.05593591,0, None,0,0,0,-0.08,nan,0.03,-0.22,0.02,-0.03,0,-0.06,-0.03,-0.02,0.02,0.02,-0.06,-0.17,-0.03,-0.05,nan
6748,-31.801653,9.018475764,-17.63843105,0, None,0,0,0,0.25,nan,nan,nan,nan,nan,-0.03,nan,0.25,0.12,0.15,0.12,0.06,nan,nan,0.26,0.48
6762,-28.19187441,6.762627238,-4.581046292,0, None,0,0,0,-0.15,nan,-0.1,-0.16,-0.15,-0.1,-0.07,-0.12,-0.09,-0.08,-0.03,-0.02,-0.13,-0.27,-0.1,-0.13,-0.18
6778,96.41860353,-20.1804881,-35.50792178,0, None,0,0,0,0.25,nan,0.25,-0.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6795,-30.2288181,3.880988505,-31.62115749,0, None,0,0,0,-0.06,nan,-0.04,-0.34,-0.03,-0.01,-0.01,-0.03,0.02,0.02,0.07,0.18,-0.03,-0.12,-0.02,-0.05,nan
6833,19.57120187,-0.180616498,-43.78645286,0, None,0,0,0,-0.22,-1.53,-0.17,nan,-0.22,-0.21,-0.29,-0.23,-0.16,-0.19,-0.11,-0.24,-0.17,-0.4,-0.24,-0.25,nan
6854,51.91854414,2.0263873,-11.77898641,0, None,0,0,0,0,-0.31,0.14,nan,0.04,0.03,-0.11,0.01,0,0.22,0.16,0.14,0.07,-0.11,0.01,0,nan
6856,25.87256153,1.152398962,-25.03883006,0, None,0,0,0,-0.06,nan,nan,0.14,-0.2,-0.16,-0.1,-0.18,0.11,0.04,0.07,0.09,0.07,nan,-0.02,-0.17,0.2
6868,12.21148222,1.275299958,113.8876271,0, None,0,0,0,0.29,-2.93,-0.03,0.04,0.44,0.33,0.46,0.39,0.31,0.18,0.24,0.26,0.3,0.24,0.29,0.3,0.24
6869,10.59739835,1.171102759,-52.75469103,0, None,0,0,0,0.23,nan,nan,nan,0.28,nan,nan,0.19,nan,nan,0.22,nan,nan,nan,nan,0.17,nan
6878,4.917694302,0.752510608,-34.41276938,0, None,0,0,0,0.02,nan,-0.02,0.15,-0.19,0,-0.35,0.01,0.13,nan,0.02,0.15,0.09,-0.15,nan,-0.07,0.09
6969,15.15575911,7.04145024,-91.95166245,0, None,0,0,0,0.38,nan,0.28,0.17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6975,-5.552847654,-2.762950254,-47.95649067,0, None,0,0,0,-0.27,-1.21,-0.1,-0.17,-0.39,-0.25,-0.41,-0.23,-0.29,nan,-0.35,-0.45,nan,-0.65,-0.36,-0.38,nan
6978,-32.8079416,-16.75747635,-15.95018691,0, None,0,0,0,0.37,nan,0.34,0.25,0.35,nan,nan,0.32,nan,nan,0.28,nan,nan,nan,nan,0.34,nan
6990,40.45723411,22.52890567,27.31607934,0, None,0,0,0,0.09,nan,0.11,0.3,0.04,0.14,0.13,0.13,0.08,nan,0.06,0.03,0.08,nan,0.1,0.12,nan
6999,77.07864307,45.60560146,10.4823587,0, None,0,0,0,0.15,-2.9,-0.07,0,0.33,0.27,0.21,0.21,0.1,0.02,0.13,0.07,0.07,0.24,0.2,0.13,0.11
7008,103.9484654,66.12049849,82.67917246,0, None,0,0,0,-0.01,nan,-0.24,-0.2,-0.22,-0.08,-0.15,-0.23,-0.04,nan,-0.04,-0.09,-0.05,-0.08,nan,-0.01,0.1
7018,16.72835333,11.76519085,30.8292288,0, None,0,0,0,-0.52,nan,-0.36,nan,-0.43,-0.41,-0.38,-0.47,-0.38,-0.32,-0.24,-0.13,-0.46,-0.73,-0.43,-0.51,nan
7058,-4.995546881,-4.693456866,38.51849492,0, None,0,0,0,-0.07,nan,-0.22,nan,0.24,-0.12,0.32,-0.15,0.04,0.7,0.34,0.63,0.02,-0.24,0.15,-0.04,nan
7080,3.991634947,4.251465082,58.74312234,0, None,0,0,0,0.39,nan,0.51,0.26,0.33,0.32,0.3,0.37,0.32,0.41,0.41,0.35,0.23,0.31,0.46,0.39,0.38
7083,-10.96669281,-11.78322611,40.49064375,0, None,0,0,0,-0.29,-3.22,-0.34,-0.29,-0.15,-0.09,-0.08,-0.13,-0.17,-0.26,-0.23,-0.27,-0.28,-0.42,-0.22,-0.3,-0.45
7090,12.33205711,13.7499565,-40.07956178,0, None,0,0,0,0.04,nan,nan,nan,0.04,0.17,0.09,0.02,0.09,0.29,0.07,-0.08,0.05,-0.1,0.16,0.03,0.11
7097,63.88783073,77.22918909,37.97095438,0, None,0,0,0,-0.03,-2.07,-0.36,-0.27,0.13,0.01,-0.02,0.05,-0.11,-0.25,-0.07,-0.15,-0.18,0.02,-0.05,-0.12,0
7134,57.52302282,87.15484874,-36.86351006,0, None,0,0,0,0.07,nan,-0.09,-0.06,-0.09,0.04,0.01,-0.02,0.02,nan,0.05,0.02,0.04,0,nan,0.1,0.04
7204,-44.87516963,-122.331864,58.5602038,0, None,0,0,0,0.76,nan,nan,nan,nan,nan,nan,1.09,0.93,1.68,1.31,2.04,1.17,0.31,1.45,1.04,2.36
7213,-18.28912782,-53.67606985,62.49602553,0, None,0,0,0,-0.01,nan,nan,nan,0.26,-0.03,0.11,0.1,0.02,0.34,0.06,0.21,0.03,0,0,-0.02,nan
7217,-2.893357169,-8.690237969,-67.87797831,0, None,0,0,0,-0.28,nan,nan,nan,-0.45,-0.13,-0.22,-0.22,-0.26,nan,-0.11,-0.36,-0.35,nan,nan,-0.39,nan
7221,13.94801506,44.49028777,18.26428423,0, None,0,0,0,0.31,nan,nan,0.12,0.12,nan,nan,0.19,nan,nan,0.1,nan,nan,nan,nan,0.12,nan
7235,-2.687702527,-10.66820988,15.55363616,0, None,0,0,0,0.02,nan,-0.04,-0.07,-0.16,-0.1,-0.22,-0.05,-0.02,nan,-0.03,-0.06,-0.05,-0.21,nan,-0.08,0.06
7237,13.97097697,55.95730283,10.65527849,0, None,0,0,0,-0.25,-1.09,-0.19,nan,-0.23,-0.17,-0.32,-0.22,-0.14,-0.21,-0.14,-0.3,-0.25,-0.48,-0.23,-0.24,nan
7240,-11.66906959,-47.59890019,-29.76558397,0, None,0,0,0,0.12,-0.54,0.14,0.04,0.09,0.11,0.06,0.1,0.19,0.19,0.18,0.1,0.14,-0.06,0.08,0.11,nan
7244,-3.21176135,-13.55421958,-31.73996044,0, None,0,0,0,0.09,-0.99,-0.03,-0.04,-0.17,-0.07,-0.21,-0.03,0.01,nan,0.03,-0.01,-0.01,-0.21,nan,-0.06,0.09
7276,-2.904432687,-21.56286367,-19.94486934,0, None,0,0,0,0.27,-0.74,0.24,0.23,0.32,0.31,0.26,0.23,0.23,0.34,0.21,0.23,0.2,0.19,0.31,0.27,0.22
7294,4.512242795,57.05645543,28.2260364,0, None,0,0,0,-0.22,-3.8,-0.32,-0.15,-0.2,0,0,-0.07,-0.16,-0.19,-0.19,-0.31,-0.27,-0.34,-0.19,-0.25,-0.34
7339,1.611900769,-20.3050073,-3.437371175,0, None,0,0,0,0.08,-2.78,0.09,-0.02,0.07,0.12,0.11,0.07,0.08,0.2,0.06,0.06,-0.01,-0.09,0.23,0.05,-0.04
7357,3.046831874,-21.44197519,29.99428921,0, None,0,0,0,-0.23,-0.78,-0.07,-0.07,-0.25,-0.17,-0.44,-0.15,-0.23,nan,-0.27,-0.36,nan,-0.53,-0.27,-0.29,nan
7361,15.18078156,-100.5426666,-52.45804071,0, None,0,0,0,0.06,-3.12,-0.2,-0.1,0.15,0.2,0.18,0.08,0.1,0.02,0.05,0.14,0.07,0.03,0.04,0.02,-0.01
7404,7.697321826,-25.14371992,-27.88630882,0, None,0,0,0,0.1,-0.81,0.16,-0.02,0.11,0.09,0.04,0.11,0.13,0.15,0.12,0.05,0.09,-0.01,0.1,0.13,0.16
7444,-46.17062646,107.2091399,-28.03570016,0, None,0,0,0,-0.17,nan,nan,0.07,nan,0.1,-0.03,nan,-0.11,nan,0.21,nan,nan,nan,nan,nan,nan
7446,4.408984193,-10.18646119,42.89372704,0, None,0,0,0,0.32,nan,0.44,0.44,0.4,0.32,0.3,0.36,0.26,nan,0.26,0.28,0.32,nan,0.4,0.4,nan
7539,-9.638874514,10.91908299,29.99529875,0, None,0,0,0,0.18,nan,0.29,-0.04,0.29,0.25,0.32,0.22,0.18,0.38,0.36,0.52,0.21,0.17,0.37,0.23,nan
7568,-83.89469795,80.86167258,-6.222446964,0, None,0,0,0,0.07,-2.93,-0.28,-0.14,0.3,0.23,0.25,0.16,0.09,-0.01,0.07,0.03,0.13,-0.1,0.05,0.02,0.09
7576,15.77953769,-14.27512572,-10.99681179,0, None,0,0,0,0,nan,-0.07,-0.08,-0.18,-0.06,-0.12,-0.07,0,-0.1,-0.02,0.02,0,-0.17,-0.08,-0.07,0.12
7585,17.12646968,-14.80162406,-12.01600415,0, None,0,0,0,0.12,-1.44,0.09,0.02,0.03,0.15,0.08,0.07,0.11,0.2,0.08,0.06,0.07,-0.03,0.21,0.07,0.14
7607,-2.893205488,2.13089017,-54.19932616,0, None,0,0,0,0.15,-3.74,0.12,-0.04,0.32,0.09,0.34,0.37,-0.04,0.03,0.15,0.28,-0.01,0.66,0.24,0.19,-0.11
7612,49.0126378,-34.49568221,-43.34231267,0, None,0,0,0,0.02,-1.08,nan,0.04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7636,-8.466637361,5.001171975,-34.49374097,0, None,0,0,0,0.26,nan,0.25,0.15,0.2,0.21,0.2,0.24,0.24,nan,0.21,0.25,0.25,0.17,nan,0.28,0.13
7643,34.42018217,-19.6246797,93.8087504,0, None,0,0,0,-0.14,nan,nan,nan,0.02,-0.07,0.02,0,-0.06,0,-0.04,-0.04,-0.12,0.1,-0.01,-0.13,nan
7650,-87.14265854,48.03946093,-99.11817163,0, None,0,0,0,0.06,-2.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7687,-18.68623854,7.734168226,-33.08301612,0, None,0,0,0,-0.38,nan,-0.26,-0.36,-0.31,-0.25,-0.26,-0.32,-0.26,-0.27,-0.16,-0.19,-0.33,-0.55,-0.31,-0.38,nan
7719,67.52079628,-20.5292306,30.15686988,0, None,0,0,0,-0.08,nan,-0.33,-0.24,0.07,0.01,-0.06,-0.06,-0.04,-0.28,-0.08,-0.24,-0.14,-0.08,-0.2,-0.16,nan
7728,39.64395708,-10.41455696,-64.19082497,0, None,0,0,0,0.04,nan,0.18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7733,-31.05811676,7.410784411,5.272802469,0, None,0,0,0,0.06,nan,nan,nan,0.07,nan,nan,0.04,nan,nan,0.07,nan,nan,nan,nan,0.04,nan
7734,-6.643834398,1.57962301,20.25167656,0, None,0,0,0,0.17,-1.63,nan,-0.04,0.15,0.18,0.16,0.11,0.21,0.24,0.14,0.11,0.22,0,0.24,0.12,0.03
7743,-31.66398771,6.708144977,-22.82249662,0, None,0,0,0,-0.14,nan,-0.34,nan,0.18,-0.13,0.07,-0.11,-0.04,0.57,0.23,0.47,-0.06,-0.34,0.01,-0.1,nan
7744,-29.58211926,6.202100224,31.96822823,0, None,0,0,0,0.05,nan,0.02,-0.01,-0.1,0.04,-0.01,0.04,0.05,nan,0.03,0.07,0.04,-0.07,nan,0.05,-0.07
7751,7.215555654,-1.356984833,2.698588425,0, None,0,0,0,-0.19,nan,-0.51,-0.22,-0.17,-0.01,nan,-0.18,-0.31,nan,-0.11,-0.06,-0.28,-0.41,-0.08,-0.21,-0.07
7759,-41.44422748,6.510962536,25.58764946,0, None,0,0,0,0.22,nan,0.04,nan,0.08,0.16,0.13,0.19,0.17,nan,0.24,0.24,0.21,nan,0.13,0.22,nan
7822,12.38706825,0.231851191,33.42863695,0, None,0,0,0,-0.05,nan,-0.05,nan,-0.07,-0.05,-0.04,-0.04,-0.11,nan,-0.03,-0.06,-0.07,nan,-0.06,-0.03,nan
7830,-41.27815299,-2.101035245,3.66513,0, None,0,0,0,0.08,nan,0.01,-0.04,-0.09,-0.01,-0.07,0.03,0.1,nan,0.02,0.06,0.08,-0.02,nan,0.04,0.07
7837,65.91938995,4.919525897,111.7885635,0, None,0,0,0,-0.03,nan,-0.27,-0.22,-0.24,-0.11,-0.18,-0.23,-0.05,nan,-0.08,-0.1,-0.08,-0.1,nan,-0.01,0.14
7852,32.92180051,3.712923559,40.04716317,0, None,0,0,0,-0.02,nan,-0.11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7884,75.96847969,17.40387203,-79.54009977,0, None,0,0,0,-0.19,-3.81,-0.23,-0.23,0.01,0.22,0.12,-0.18,-0.23,-0.34,-0.27,-0.3,-0.21,-0.34,-0.19,-0.22,-0.33
7885,61.82651987,14.51850965,-26.27363891,0, None,0,0,0,0.09,-1.05,nan,0.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7916,12.12904253,3.804083808,37.3435244,0, None,0,0,0,-0.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7918,2.436756228,0.783448402,-12.4790551,0, None,0,0,0,0.08,-1.4,0.05,0.02,0,0.11,0.04,0.03,0.06,0.17,0.09,0.02,0.02,-0.06,0.1,0.07,0.06
7921,-48.14385219,-15.79738431,99.30261348,0, None,0,0,0,0.32,-3.08,-0.06,0.05,0.59,0.41,0.49,0.46,0.4,0.24,0.28,0.58,0.38,0.29,0.33,0.31,0.17
7924,16.71562619,5.729822443,51.2392011,0, None,0,0,0,0.2,nan,0.23,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7949,42.40096556,17.56273705,-1.332144016,0, None,0,0,0,0.14,nan,0.17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7981,0.993413639,0.532493087,7.447581394,0, None,0,0,0,0.01,-2.77,0,-0.06,-0.05,0.1,0.03,0.01,-0.01,0.09,0.05,0.02,-0.01,-0.13,0.13,0,-0.02
7990,-11.06932889,-6.358207855,-42.22366159,0, None,0,0,0,0.12,nan,-0.19,0.25,0.07,0.1,0.07,0.12,0.11,nan,0.09,0.1,0.15,nan,0.07,0.14,nan
8039,-21.10438854,-16.95581596,-10.54394172,0, None,0,0,0,0.08,nan,-0.03,nan,-0.07,-0.02,-0.04,-0.02,0.06,nan,0.16,0.13,0.15,nan,nan,0.03,nan
8044,10.21468286,8.354301275,56.24275492,0, None,0,0,0,0.36,nan,nan,nan,0.72,0.8,0.47,0.7,0.38,0.28,0.19,0.33,0.37,0.47,0.51,0.52,-0.09
8070,5.224574379,5.263599564,11.37335318,0, None,0,0,0,-0.1,nan,nan,nan,0.17,0.12,-0.09,0.33,-0.14,0.23,-0.02,0.02,-0.04,-0.08,0.38,0.06,-0.59
8102,-2.239920661,-2.757634402,0.83781483,0, None,0,0,0,-0.48,-3.39,-0.32,-0.23,-0.44,-0.21,-0.27,-0.33,-0.34,-0.31,-0.21,-0.33,-0.49,-0.78,-0.38,-0.47,-0.41
8121,-5.675910113,-8.119526964,-56.01350458,0, None,0,0,0,0.07,-1.73,nan,-0.03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8198,-28.74796579,-77.4896822,22.61959194,0, None,0,0,0,0.02,-3.56,-0.21,-0.03,0.26,0.28,0.15,0.16,0.07,0.05,0.01,-0.12,0.04,0,0.11,-0.02,0.01
8227,-13.02689716,-60.21693281,117.2489282,0, None,0,0,0,-0.1,nan,-0.29,-0.17,-0.33,-0.16,-0.27,-0.27,-0.08,nan,-0.13,-0.14,-0.12,-0.3,nan,-0.13,0.13
8275,1.003541905,23.71410185,-3.694506317,0, None,0,0,0,0,nan,nan,-0.04,0.05,-0.01,-0.06,0.09,-0.03,0.06,-0.07,0.07,0.06,-0.07,0.26,0.09,-0.3
8281,1.793058959,58.94754833,121.3845982,0, None,0,0,0,-0.24,nan,0.16,0.71,-0.3,-0.25,-0.12,-0.24,-0.07,nan,-0.09,-0.21,-0.31,-0.51,nan,-0.23,-0.17
8346,0.389529793,-1.858454902,-41.4158636,0, None,0,0,0,-0.24,nan,nan,0.02,-0.12,nan,nan,-0.04,nan,nan,-0.02,nan,nan,nan,nan,-0.21,nan
8362,-1.199085453,5.119704944,8.585126888,0, None,0,0,0,0.07,-3.86,0.03,-0.03,-0.04,0.13,0.06,0.02,0.05,0.1,0.06,0.09,0.14,-0.06,0.14,0.06,0.1
8383,31.00847401,-95.19410925,23.68514268,0, None,0,0,0,-0.22,nan,nan,nan,-0.37,-0.18,-0.33,-0.24,-0.12,0.38,-0.08,-0.17,-0.12,-0.52,-0.03,-0.3,-0.22
8398,13.36060286,-33.36506935,27.59160413,0, None,0,0,0,0.24,-0.84,0.31,0.09,0.26,0.26,0.16,0.22,0.19,0.33,0.21,0.18,0.09,0.18,0.34,0.23,0.17
8399,7.719377164,-19.1482811,-78.84122098,0, None,0,0,0,0.09,nan,0,0.11,-0.12,-0.02,-0.1,-0.01,0.13,nan,0.03,-0.04,0.06,-0.1,nan,0.06,0.42
8404,33.17876433,-77.41641157,-50.92531976,0, None,0,0,0,-0.08,-2.88,-0.25,-0.21,-0.07,-0.03,0.02,-0.01,-0.07,-0.17,-0.12,-0.23,-0.13,-0.22,-0.09,-0.15,-0.06
8423,-44.7962188,90.80230448,26.26643252,0, None,0,0,0,-0.07,-3.43,-0.25,-0.01,-0.04,0.04,0.03,0,-0.01,-0.03,-0.08,-0.18,-0.09,-0.2,-0.01,-0.11,-0.06
8433,-3.695626363,7.273107505,26.63369695,0, None,0,0,0,-0.16,-0.8,-0.14,-0.06,-0.3,-0.08,-0.21,-0.16,-0.09,0.22,-0.12,-0.2,-0.19,-0.36,-0.17,-0.2,-0.27
8476,20.62595508,-29.28730093,-43.60680664,0, None,0,0,0,-0.33,-2.69,0.03,0.06,-0.33,-0.2,-0.32,-0.16,-0.28,nan,-0.27,-0.45,nan,-0.74,-0.31,-0.39,nan
8486,3.903537846,-5.198376812,21.60639309,0, None,0,0,0,-0.03,-0.73,-0.06,-0.1,-0.28,-0.06,-0.18,-0.11,0,-0.06,-0.08,-0.11,-0.05,-0.25,-0.14,-0.13,0.09
8497,4.510521437,-5.430780485,22.08482104,0, None,0,0,0,0.13,-0.5,-0.19,0.46,1.2,nan,nan,1.42,0.6,0.4,0.68,0.63,1.02,0.33,1.83,0.87,1.64
8498,31.20544497,-37.46712938,-18.07348204,0, None,0,0,0,0.08,nan,0.05,0.16,0.07,0.11,0.09,0.09,0.1,0.16,0.11,0.05,0.09,-0.05,0.13,0.12,0
8525,0.620263301,-0.625619745,37.96927199,0, None,0,0,0,0.29,nan,0.24,0.17,0.32,0.26,0.29,0.28,0.32,nan,0.26,0.3,0.28,0.25,nan,0.35,0.18
8548,-29.91068545,25.73608096,-17.66846745,0, None,0,0,0,0.05,-0.74,0.22,0.05,0.09,0.12,0.01,0.06,0.1,0.14,0.08,-0.01,0.03,-0.08,0.08,0.07,0.08
8587,-76.78038606,47.87548982,22.68339654,0, None,0,0,0,0.24,nan,0.31,0.26,0.26,0.22,0.19,0.25,0.24,nan,0.27,0.22,0.22,0.1,0.22,0.27,nan
