HIP,X,Y,Z,Exo,Discovery,Multi,MaxPMass,StarMass,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y1
49908,-1.55183677,2.98005683,-3.529553396,0, None,0,0,0,0.12,nan,nan,-0.88,0.51,0.61,0.35,0.73,0.32,0.66,0.31,0.48,0.35,0.32,0.68,0.62,-0.35
49942,-6.275178568,9.493849426,-58.20996521,0, None,0,0,0,-0.24,-2.4,0.05,0.12,-0.25,0.09,0.02,-0.09,-0.02,0.09,0.01,-0.18,-0.2,-0.45,-0.04,-0.24,-0.19
50013,-28.05550172,27.71551752,-12.33987643,0, None,0,0,0,0.13,-1.48,0.14,0.21,0.16,0.05,0.13,0.12,0.17,0.46,0.16,0.09,0.13,-0.08,0.22,0.1,0.19
50020,-0.566852849,0.53238347,-97.08426411,0, None,0,0,0,0.08,nan,0.17,nan,0.24,0.04,0.14,0.07,0.18,nan,0.16,0.15,nan,nan,-0.12,0.08,nan
50032,31.25673296,-27.30364817,10.11194306,0, None,0,0,0,-0.08,nan,-0.11,-0.11,-0.14,-0.07,-0.08,-0.08,-0.01,-0.05,0.03,0.12,-0.06,-0.21,-0.07,-0.11,0.1
50035,-17.23533502,14.65496815,60.06555094,0, None,0,0,0,0.27,nan,nan,-0.02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
50061,42.7032822,-30.46359249,-78.09096955,0, None,0,0,0,0.18,nan,0,0.05,-0.08,0.04,-0.01,-0.02,0.2,nan,0.11,0.1,0.16,0.01,nan,0.13,0.38
50075,0.860430424,-0.56856787,-22.82340968,0, None,0,0,0,-0.01,-1,0.02,-0.02,-0.07,-0.01,-0.1,-0.02,0.03,0.02,-0.01,-0.06,-0.01,-0.21,-0.06,-0.03,0.09
50122,108.5418036,-52.73803935,-70.69819519,0, None,0,0,0,-0.04,nan,nan,nan,0.08,0.05,0.04,0.07,0.04,0.01,0.02,0,0,-0.19,0.01,-0.06,nan
50139,32.55995571,-13.91504703,-0.378178944,0, None,0,0,0,-0.62,nan,-0.47,-0.13,-0.56,-0.33,-0.43,-0.41,-0.4,-0.36,-0.35,-0.52,-0.6,-0.75,-0.4,-0.61,-0.22
50174,36.75532087,-11.92451935,41.65522789,0, None,0,0,0,0.26,nan,0.39,0.41,0.3,0.28,0.23,0.28,0.29,0.78,0.27,0.22,0.31,0.17,0.29,0.23,0.45
50176,16.80020356,-5.217467616,-50.89583078,0, None,0,0,0,-0.08,nan,-0.07,nan,-0.08,-0.02,-0.04,-0.09,-0.05,-0.06,0,0.02,-0.07,-0.23,-0.07,-0.1,nan
50234,-40.57114221,4.1111413,99.36944548,0, None,0,0,0,0,nan,nan,nan,0.17,-0.02,0.09,0.1,0.04,0.12,0.05,0.12,0.03,-0.08,0.09,0,nan
50245,73.94774223,-3.722954422,-18.57517908,0, None,0,0,0,0.2,nan,0.16,0.11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
50316,29.9728577,5.427645641,-13.17999159,0, None,0,0,0,0.08,-1.32,0.45,0.22,0.06,0.12,0.11,0.07,0.1,0.25,0.07,0.05,0.03,-0.09,0.12,0.03,0.06
50319,1.800452464,0.359407492,-31.11795518,0, None,0,0,0,0.03,-0.98,0.29,0.13,-0.04,-0.01,0.05,0.09,0.14,0.07,-0.05,-0.02,0.06,-0.02,0,0.06,0.28
50335,11.77894931,2.813656844,-83.15640611,0, None,0,0,0,-0.26,-0.42,-0.25,0.13,0.78,nan,nan,0.25,-0.61,0.37,0.72,0.56,0.25,-0.24,1.61,0.24,-0.23
50336,-102.921305,-24.7823495,25.67725423,0, None,0,0,0,0.03,-3.74,-0.18,-0.18,0.18,0.15,0.26,0.22,-0.01,-0.04,-0.01,0.05,0.07,-0.13,0.06,0.04,-0.15
50355,-27.71023517,-8.497700235,25.87001114,0, None,0,0,0,-0.1,nan,nan,-0.08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
50369,-52.80197755,-17.5733812,59.27014118,0, None,0,0,0,0.27,nan,nan,-0.06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
50384,9.33983975,3.661630584,-20.47995752,0, None,0,0,0,-0.32,-0.87,-0.27,-0.26,-0.34,-0.19,-0.35,-0.27,-0.22,-0.01,-0.25,-0.39,-0.32,-0.5,-0.3,-0.35,-0.27
50414,11.27960798,5.727704821,-57.94717365,0, None,0,0,0,0.25,nan,nan,nan,nan,0.39,nan,nan,0.3,nan,0.2,0.92,0.21,0.37,0.25,0.16,0.38
50478,-17.04552255,-13.40680032,-105.1993994,0, None,0,0,0,-0.05,nan,-0.12,0.13,-0.16,-0.07,-0.07,-0.16,-0.09,nan,0.06,-0.09,-0.17,-0.27,nan,-0.06,-0.08
50505,-14.38154563,-14.17597989,1.3499983,0, None,0,0,0,-0.13,nan,-0.1,-0.17,-0.22,0,-0.17,-0.16,-0.08,0.01,-0.09,-0.13,-0.12,-0.23,0.04,-0.19,-0.12
50513,-15.76006394,-16.58871284,49.78829655,0, None,0,0,0,0.01,nan,nan,nan,-0.15,-0.01,-0.18,-0.07,-0.03,nan,nan,nan,nan,nan,nan,-0.09,-0.01
50515,-6.200550374,-6.550406052,47.1058741,0, None,0,0,0,-0.16,nan,-0.11,nan,-0.24,-0.23,-0.28,-0.1,-0.22,nan,-0.16,-0.08,-0.2,nan,-0.29,-0.2,nan
50534,-9.4514373,-11.43204617,36.83999345,0, None,0,0,0,0.13,-1.67,0.1,-0.03,0.1,0.15,0.11,0.13,0.18,0.18,0.21,0.17,0.16,0.03,0.14,0.15,0.22
50546,7.84847612,10.39235979,-42.45234904,0, None,0,0,0,0.27,nan,nan,nan,0.51,0.59,0.48,0.4,0.41,0.41,0.36,0.45,0.38,0.45,0.47,0.36,0.19
50564,-9.433371187,-14.58186833,12.44795539,0, None,0,0,0,0.16,nan,nan,nan,0.25,0.47,0.31,0.16,0.24,0.97,0.4,0.28,0.2,0.03,0.46,0.2,0.48
50606,12.53596335,26.1623123,-11.32546385,0, None,0,0,0,0.06,nan,nan,0.15,0.13,0.18,0,0.06,0.11,0.41,0.05,-0.03,0.05,-0.1,0.11,0.02,0.15
50653,18.26761607,51.66099271,14.40406343,0, None,0,0,0,0.05,nan,0.13,0.07,0.09,0.05,-0.05,0.07,0.1,0.13,0.12,0.04,0.04,-0.14,-0.01,0.04,nan
50681,13.73135857,49.81806091,26.0497671,0, None,0,0,0,-0.26,nan,-0.19,nan,-0.26,-0.22,-0.23,-0.25,-0.19,-0.22,-0.13,-0.19,-0.24,-0.44,-0.25,-0.28,nan
50777,-2.118558346,88.84731052,-55.37399064,0, None,0,0,0,0.2,nan,0.19,0.13,0.21,0.18,0.17,0.23,0.14,nan,0.18,0.16,0.19,nan,0.18,0.29,nan
50784,-1.505948472,45.27917864,-43.2257775,0, None,0,0,0,0.14,nan,0.17,-0.02,0.05,0.1,0.02,0.08,0.1,nan,0.06,0.11,0.1,0.06,nan,0.14,0.1
50802,2.426483232,-31.33229318,-14.04886458,0, None,0,0,0,0.2,nan,nan,nan,-0.21,nan,nan,-0.19,nan,nan,-0.05,nan,nan,nan,nan,-0.11,nan
50805,-1.008720338,12.23609241,41.27915489,0, None,0,0,0,-0.25,-2,0.08,-0.01,nan,nan,-0.31,nan,nan,nan,nan,nan,nan,-0.58,nan,nan,0.76
50807,-3.278346384,36.71579886,23.80251919,0, None,0,0,0,-0.06,nan,-0.12,nan,0.17,-0.07,0.02,-0.04,0.01,0.15,0.12,0.36,-0.02,-0.21,0.01,-0.07,nan
50839,-16.59567062,79.54862774,-21.68250499,0, None,0,0,0,0.31,nan,0.41,0.34,0.48,0.29,0.28,0.32,0.22,nan,0.31,0.29,0.33,nan,0.34,0.39,nan
50851,16.54410746,-66.71817487,18.26379543,0, None,0,0,0,0.19,-3.19,0.06,0.06,0.29,0.35,0.38,0.3,0.18,0.27,0.23,0.24,0.25,0.32,0.4,0.27,0.16
50895,20.36775837,-50.13764566,4.318159788,0, None,0,0,0,-0.19,-1.27,-0.1,-0.06,-0.17,-0.1,-0.27,-0.16,-0.08,-0.22,-0.1,-0.19,-0.21,-0.38,-0.19,-0.19,nan
50904,-10.53554802,23.90051,-111.9354848,0, None,0,0,0,-0.11,-3.24,-0.23,-0.17,-0.07,0.01,0.08,0.05,-0.06,-0.1,-0.13,-0.17,-0.13,-0.17,-0.05,-0.12,-0.17
50939,-34.9474914,57.5211148,65.7251436,0, None,0,0,0,-0.05,-2.72,-0.21,0.01,-0.14,0.04,0.1,-0.14,-0.06,-0.06,-0.01,-0.12,-0.15,-0.2,-0.06,-0.11,-0.23
50982,45.3894237,-53.41579884,-29.78457638,0, None,0,0,0,0.3,nan,nan,0.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
51010,36.96592464,-35.440454,-72.17313537,0, None,0,0,0,0.33,nan,0.39,0.06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
51028,27.12959971,-23.15731791,-91.83866796,0, None,0,0,0,-0.61,-1.49,-0.42,-0.37,-0.5,-0.41,-0.7,-0.54,-0.52,-0.52,-0.53,-0.58,-0.67,-0.88,-0.51,-0.66,-0.82
51047,-65.26859291,48.81244141,-96.2259063,0, None,0,0,0,0.07,-3.02,-0.12,-0.01,0.1,0.18,0.21,0.2,0.06,0.08,0.04,0.02,0.12,-0.02,0.14,0.11,-0.05
51056,-42.7111118,29.28424164,49.34413332,0, None,0,0,0,0.2,nan,nan,nan,nan,nan,nan,nan,0.2,0.17,0.1,nan,0.11,0.27,nan,0.11,nan
51074,21.66623932,-13.08551502,-44.53993579,0, None,0,0,0,0.14,nan,0.23,0.21,0.24,0.18,0.18,0.17,0.17,0.2,0.23,0.26,0.15,0.09,0.26,0.18,nan
51078,-0.552015708,0.327131567,-66.5305052,0, None,0,0,0,0.29,nan,nan,0.05,0.31,0.43,0.32,0.29,0.29,0.4,0.28,0.2,0.23,0.25,0.43,0.31,0.22
51128,-25.1815437,10.84167812,-38.99034412,0, None,0,0,0,0.07,nan,nan,-0.03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
51161,86.37841015,-29.34161877,51.62799665,0, None,0,0,0,0.21,-3.19,-0.09,-0.1,0.33,0.29,0.36,0.41,0.22,0.06,0.12,0.2,0.21,0.12,0.2,0.25,-0.01
51163,-81.61089265,27.02831251,16.23172264,0, None,0,0,0,0.26,nan,nan,-0.09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
51177,50.39915182,-14.83504607,55.54139769,0, None,0,0,0,0.02,nan,0.22,0.28,0.05,0.06,-0.04,0.04,0.1,nan,0.08,0.1,0.02,-0.26,-0.03,0,nan
51233,25.6776757,-2.794775593,-39.49604834,0, None,0,0,0,0.24,-2.75,-0.02,0.14,0.49,0.3,0.44,0.35,0.38,0.3,0.28,0.35,0.33,0.26,0.32,0.29,0.36
51257,31.84345133,-0.895041017,-10.44054904,0, None,0,0,0,0.25,nan,0.32,0.14,0.43,0.31,0.31,0.3,0.21,0.39,0.34,0.49,0.27,0.24,0.44,0.34,0.16
51258,-41.83774284,0.89803523,27.50115845,0, None,0,0,0,0.38,-2.56,0.41,0.25,0.51,0.37,0.38,0.35,0.32,0.4,0.36,0.41,0.33,0.4,0.47,0.4,nan
51297,-20.44893743,-2.013209159,-26.37415108,0, None,0,0,0,-0.35,nan,-0.21,-0.41,-0.29,-0.24,-0.21,-0.28,-0.27,-0.23,-0.16,-0.11,-0.32,-0.5,-0.27,-0.32,nan
51312,-44.0168763,-5.970814941,-15.1308959,0, None,0,0,0,0.34,nan,0.27,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
51372,43.9607788,14.08635946,31.96323336,0, None,0,0,0,0.04,-1.12,0.11,0,0.09,0.03,0,0.07,0.09,0.07,0.09,0.02,0.05,-0.1,0.04,0.06,nan
51386,2.350976187,0.849370665,31.42659342,0, None,0,0,0,0.11,nan,0.03,0.09,-0.11,0.03,-0.13,0.03,0.15,nan,0.11,0.21,0.14,-0.11,nan,0.02,0.19
51401,-87.76898145,-36.81403241,34.43433004,0, None,0,0,0,0.24,-1.15,0.04,0.09,0.29,0.3,0.39,0.39,0.23,0.19,0.25,0.3,0.26,0.2,0.26,0.28,0.1
51406,-91.6367934,-40.32009568,48.19405557,0, None,0,0,0,-0.25,-0.2,-0.1,0.11,-0.16,-0.18,-0.4,-0.1,-0.19,nan,-0.2,-0.16,nan,-0.5,-0.17,-0.29,nan
51415,-41.55363348,-19.59146604,-38.35130713,0, None,0,0,0,-1.02,-1.67,-0.99,nan,-1.14,-0.76,-0.87,-0.7,-0.72,-0.86,-0.69,-1.09,-0.99,-1.58,-0.93,-1.03,nan
51459,9.024274864,5.883039396,-6.875265686,0, None,0,0,0,-0.04,-0.63,-0.08,-0.09,-0.19,-0.08,-0.16,-0.12,-0.02,0.14,-0.1,-0.19,-0.13,-0.28,-0.13,-0.14,0.02
51468,-19.06999317,-13.56473527,-1.441918446,0, None,0,0,0,0.36,nan,nan,nan,0.68,0.39,0.53,0.42,0.44,0.62,0.42,0.57,0.51,0.35,0.69,0.6,0.03
51510,-37.2454841,-31.76496421,-7.382485072,0, None,0,0,0,0.02,-3.42,0.11,0.22,0.15,0.05,0.1,-0.01,0.07,0.22,0.18,0.4,0.05,-0.07,0.12,0.02,-0.08
51523,-15.01732243,-14.35959577,6.630918287,0, None,0,0,0,-0.48,nan,-0.09,-0.05,-0.19,-0.13,-0.52,-0.27,nan,nan,nan,nan,nan,nan,nan,nan,-0.02
51525,0.28823352,0.281308892,15.73048606,0, None,0,0,0,0.47,nan,nan,nan,0.5,0.82,0.46,0.65,0.33,0.5,0.3,0.43,0.35,0.34,0.81,0.64,-0.12
51550,11.53994854,13.41236306,-30.87695092,0, None,0,0,0,0.14,nan,0.17,-0.16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
51579,19.75169029,27.23068252,-39.05625638,0, None,0,0,0,0.24,-1.22,0.32,0.19,0.32,0.3,0.23,0.23,0.24,0.44,0.23,0.18,0.18,0.14,0.31,0.26,0.26
51581,47.6050286,67.33476967,-37.2777487,0, None,0,0,0,0.12,nan,0.19,0.12,0.1,0.06,0.06,0.11,0.08,0.19,0.12,0.15,0.07,0.04,0.18,0.11,0.11
51610,47.85923458,85.4920521,-72.36363358,0, None,0,0,0,0.03,nan,nan,nan,0.19,0.11,0.1,0.14,0.13,0.16,0.12,0.15,0.06,-0.04,0.13,0.02,nan
51614,-10.64226625,-20.4980565,69.63743534,0, None,0,0,0,0.19,nan,nan,-0.04,0.18,0.32,0.23,0.16,0.22,0.27,0.16,0.13,0.11,0.07,0.29,0.16,0.11
51652,14.89195025,39.56817873,-32.88559441,0, None,0,0,0,0.45,-0.82,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
51664,-26.25962136,-76.70615543,44.18771322,0, None,0,0,0,0.57,nan,0.59,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
51679,17.23346331,59.17652605,-92.89533576,0, None,0,0,0,0.21,nan,0.19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
51700,3.31547014,17.16472003,-32.68266555,0, None,0,0,0,-0.39,-1.33,nan,nan,-0.43,-0.3,-0.33,-0.33,-0.33,nan,-0.42,nan,nan,-0.67,nan,-0.43,-0.46
51714,-2.529199589,-15.53660915,48.94490946,0, None,0,0,0,0.29,nan,0.42,0.34,nan,0.39,nan,0.31,0.28,nan,0.36,nan,nan,nan,nan,0.37,nan
51721,-3.878416365,-29.86186391,43.74418005,0, None,0,0,0,-0.01,nan,0.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
51775,-3.186428191,63.83216861,50.67863908,0, None,0,0,0,-0.13,-3.63,-0.34,-0.16,-0.03,-0.02,-0.04,-0.04,-0.09,-0.16,-0.15,-0.35,-0.15,-0.28,-0.12,-0.2,-0.14
51784,1.488240307,-25.27567599,23.95455674,0, None,0,0,0,-0.25,-0.71,-0.12,-0.14,-0.26,-0.16,-0.42,-0.2,-0.27,nan,-0.24,-0.35,nan,-0.5,-0.27,-0.31,nan
51808,-8.834435494,71.54690437,23.47145444,0, None,0,0,0,0.09,-2.57,-0.24,-0.11,0.35,0.13,0.19,0.22,0.21,0.1,0.07,0,0.14,0.03,0.1,0.08,0.1
51897,24.18238656,-58.08144982,-10.44380527,0, None,0,0,0,-0.28,nan,nan,nan,-0.26,-0.21,-0.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
51914,-4.021397999,8.570524633,-47.01800171,0, None,0,0,0,-0.16,nan,-0.33,0.05,-0.24,-0.5,-0.18,-0.13,-0.15,nan,0.3,nan,-0.13,nan,0.04,-0.15,0.08
51931,-4.298528636,8.291470347,-30.86560996,0, None,0,0,0,0.02,nan,0.33,nan,-0.1,-0.02,-0.03,-0.05,0.01,nan,0.12,0.18,0.1,nan,-0.04,0.05,nan
51933,-11.00484399,20.94200044,8.31221805,0, None,0,0,0,-0.17,-0.86,-0.33,-0.12,-0.22,-0.08,-0.16,-0.17,-0.09,0.04,-0.07,-0.28,-0.2,-0.44,-0.15,-0.18,-0.11
51938,-24.33186118,44.41698916,55.9559543,0, None,0,0,0,-0.37,nan,nan,0,-0.4,0.05,-0.09,-0.24,-0.18,-0.19,-0.11,-0.39,-0.4,-0.73,-0.27,-0.42,-0.42
51942,21.36303631,-37.20379445,17.5162807,0, None,0,0,0,-0.03,nan,nan,-0.12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
51949,-4.234484727,7.055170524,89.55081933,0, None,0,0,0,0.34,nan,0.3,0.25,0.34,0.22,0.19,0.28,0.32,nan,0.28,0.23,0.31,0.29,nan,0.37,0.33
51993,-71.59221443,87.54982697,-5.933739116,0, None,0,0,0,0.02,-1.16,nan,0.04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
52015,-54.45552759,58.12449594,-43.4813807,0, None,0,0,0,0.08,-1.16,0.23,0.12,0.05,0.03,-0.04,0.18,-0.01,nan,-0.1,-0.09,nan,-0.19,0.05,-0.02,nan
52040,4.368967403,-3.852487502,-64.29445793,0, None,0,0,0,-0.06,-1.61,0.03,-0.1,-0.22,nan,-0.16,-0.13,-0.01,0.02,-0.03,-0.15,-0.07,-0.21,nan,-0.12,nan
52085,21.19852208,-13.74776395,59.40815184,0, None,0,0,0,0.05,-3.04,-0.22,-0.01,0.11,0.15,0.13,0.09,0.06,0.02,0,-0.14,0.02,-0.04,0.06,0,0.03
52139,-46.32174368,21.73635354,10.95955571,0, None,0,0,0,0.39,nan,nan,nan,0.76,0.56,0.56,0.46,0.35,1.03,0.49,0.45,0.42,0.43,0.62,0.44,0.55
52140,-6.469770823,3.032547905,46.2236926,0, None,0,0,0,0.17,nan,0.13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
52153,59.84049323,-25.15896994,26.78904206,0, None,0,0,0,-0.13,-1.37,nan,0.03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
52197,-113.3641446,30.22033512,16.54149505,0, None,0,0,0,0.22,nan,-0.09,-0.1,0.02,0.09,0.06,0,0.19,nan,0.13,0.09,0.19,0.21,nan,0.23,0.35
52247,-68.00641616,5.950476449,-49.97279269,0, None,0,0,0,-0.42,nan,nan,-0.13,-0.4,-0.2,-0.3,-0.4,-0.32,-0.31,-0.34,-0.27,-0.44,-0.5,-0.29,-0.47,-0.4
52276,-47.15484758,-0.581030736,-29.7766478,0, None,0,0,0,-0.36,-1.04,-0.3,-0.11,-0.33,-0.27,-0.34,-0.29,-0.23,-0.2,-0.19,-0.28,-0.36,-0.64,-0.28,-0.33,nan
52278,39.51764882,0.632751261,14.31263706,0, None,0,0,0,-0.06,nan,0.03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
52279,-115.3396235,-2.227002341,44.82117225,0, None,0,0,0,-0.16,-2.3,0.33,0.21,nan,nan,-0.25,nan,-0.17,nan,-0.28,nan,-0.24,-0.37,-0.15,-0.31,0.41
52316,6.191200352,0.80870539,-36.28557346,0, None,0,0,0,0.05,nan,0,-0.06,0.07,0.11,0.1,0.07,0.08,0.1,0.14,0.18,0.06,0.04,0.17,0.06,-0.17
52325,22.28085244,3.505698078,-57.41923557,0, None,0,0,0,-0.02,-2.62,nan,0.09,-0.06,0.11,0.03,-0.02,0.02,0.15,0.02,-0.05,-0.03,-0.11,0.09,-0.04,-0.08
52353,64.90309903,17.63921733,17.67485479,0, None,0,0,0,0.28,-3.25,0.05,0,0.38,0.44,0.38,0.45,0.2,0.12,0.21,0.28,0.27,0.19,0.3,0.32,0.15
52369,-7.716696164,-2.675030923,-22.38305051,0, None,0,0,0,-0.09,-1.38,-0.12,-0.14,-0.2,-0.05,-0.13,-0.1,-0.04,-0.03,-0.06,-0.11,-0.1,-0.27,-0.1,-0.12,-0.06
52462,12.01834363,9.082895927,15.19869299,0, None,0,0,0,0.12,nan,0.08,-0.06,-0.16,-0.06,-0.07,0.03,0.03,-0.02,0.01,0.03,0,-0.06,0.03,0,0.06
52471,24.94251416,19.93284789,-64.18124876,0, None,0,0,0,0.33,nan,0.21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
52472,-7.087372455,-5.729632403,-42.45442135,0, None,0,0,0,0.03,-1.33,nan,0.04,0.08,0.03,0.03,0.08,0.02,nan,0.09,nan,-0.04,nan,nan,0.03,nan
52498,16.07114784,15.97177771,29.57644305,0, None,0,0,0,0.04,nan,0.02,0.08,-0.17,-0.03,-0.23,-0.03,0.06,nan,0.06,0.14,0.07,-0.17,nan,-0.06,0.1
52564,-56.39143399,-83.80195044,-72.04495036,0, None,0,0,0,-0.41,nan,nan,0.02,-0.33,-0.19,-0.23,-0.45,-0.19,-0.38,-0.34,-0.26,-0.33,-0.74,-0.38,-0.48,-0.41
52667,-9.78531354,-37.74134596,28.32634161,0, None,0,0,0,0.3,nan,0.25,nan,0.38,0.43,0.29,0.23,0.34,0.45,0.28,0.26,0.33,0.23,0.35,0.3,0.38
52676,7.771888807,33.36072248,24.63739859,0, None,0,0,0,0.03,-1.08,0.11,0,0.04,0.05,0.01,0.04,0.08,0.12,0.08,0.02,0.02,-0.11,0.05,0.04,0.07
52686,-10.7942844,-56.12911906,2.40580797,0, None,0,0,0,0.21,-3.07,0.08,0.07,0.35,0.36,0.39,0.36,0.2,0.27,0.24,0.29,0.27,0.32,0.41,0.29,0.24
52689,0.940475826,4.987320023,87.95942958,0, None,0,0,0,-0.02,-2.96,-0.3,-0.2,0.12,0.01,0.13,0.11,0.1,-0.05,-0.05,-0.14,0.02,-0.13,-0.03,-0.06,0.01
52721,-8.199470814,-71.90566746,-94.16704422,0, None,0,0,0,-0.21,nan,nan,nan,-0.09,-0.17,-0.08,-0.09,-0.13,-0.08,-0.13,-0.08,-0.2,-0.29,-0.11,-0.21,nan
52733,8.652339231,102.0584317,-2.657738826,0, None,0,0,0,0.3,nan,0.13,0.09,0.13,0.19,0.16,0.15,0.29,nan,0.23,0.2,0.27,0.23,nan,0.33,0.4
52767,-0.964579026,20.11642304,-129.6790491,0, None,0,0,0,0.01,nan,-0.19,-0.11,-0.23,-0.06,-0.17,-0.17,0,nan,-0.06,-0.07,-0.03,-0.11,nan,0,0.2
52888,24.69689656,-49.89337843,20.76482439,0, None,0,0,0,0.13,-0.88,0.21,0.08,0.16,0.13,0.18,0.11,0.17,0.15,0.17,0.15,0.13,0.02,0.17,0.13,nan
52925,-44.05476862,69.35478407,-50.3022476,0, None,0,0,0,0.3,nan,0.34,0.14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
52933,24.17381008,-36.06377255,-22.96528206,0, None,0,0,0,0.53,nan,0.58,-0.13,nan,0.52,nan,0.53,0.43,nan,0.51,nan,nan,nan,nan,0.67,nan
52939,5.949688041,-8.590046847,69.4928562,0, None,0,0,0,0.31,nan,0.39,-0.09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
52943,-22.44794874,31.84975944,20.59242959,0, None,0,0,0,-0.14,-3.64,-0.41,-0.27,-0.02,0.04,0.11,0.14,-0.15,-0.17,-0.11,-0.12,-0.09,-0.23,-0.11,-0.14,-0.24
52948,-56.71357293,76.30637938,43.35594096,0, None,0,0,0,-0.01,-3.28,-0.21,-0.09,0.02,0.12,0.18,0.15,0.04,-0.11,-0.04,-0.07,0,-0.06,0.02,0.01,-0.19
52968,25.49515179,-30.13670175,-101.2744847,0, None,0,0,0,-0.15,nan,-0.28,-0.18,-0.34,-0.14,-0.2,-0.28,-0.13,nan,-0.13,-0.17,-0.18,-0.27,nan,-0.11,-0.08
52990,-30.55816165,28.80399892,-28.97603237,0, None,0,0,0,0.08,-1.13,0.22,0.08,0.13,0.21,0.08,0.06,0.1,0.18,0.11,0.07,0.05,0,0.18,0.1,-0.02
53043,92.35870075,-58.76192793,3.676082265,0, None,0,0,0,-0.07,-2.46,-0.32,-0.2,0.01,0.04,0.07,0.09,-0.04,-0.15,-0.11,-0.13,-0.05,-0.18,-0.07,-0.1,-0.03
53049,-40.79006735,25.29632152,9.720276936,0, None,0,0,0,-0.42,-0.77,-0.16,-0.21,-0.41,-0.42,-0.57,-0.34,-0.38,nan,-0.46,-0.56,nan,-0.73,-0.43,-0.48,nan
53064,-67.8304106,38.28315325,30.21146943,0, None,0,0,0,0.36,-3.13,0.13,0.17,0.58,0.51,0.43,0.51,0.38,0.36,0.38,0.46,0.42,0.33,0.4,0.49,0.28
53084,-41.91665187,20.77603389,39.10723331,0, None,0,0,0,0.46,nan,nan,0.25,nan,nan,nan,0.52,nan,nan,nan,nan,nan,nan,nan,nan,nan
53087,-31.72456389,15.2696832,2.84917501,0, None,0,0,0,0.05,nan,0.1,-0.03,0.05,0.08,0.04,0.07,0.07,0.09,0.12,0.06,0.07,-0.01,0.1,0.09,0.07
53122,60.44749202,-22.20103642,41.42620357,0, None,0,0,0,-0.48,nan,nan,-0.07,-0.48,-0.11,-0.28,-0.32,-0.27,-0.24,-0.25,nan,-0.52,-0.77,-0.35,-0.51,-0.53
53157,-58.47007745,13.62927213,76.17857877,0, None,0,0,0,0.11,-2.15,0.02,0.1,0.19,0.22,0.24,0.18,0.08,0.22,0.07,0.06,0.19,0.19,0.28,0.16,0.11
53172,-11.29023687,2.27674562,45.33244996,0, None,0,0,0,-0.03,nan,0.06,nan,-0.07,nan,-0.1,-0.02,-0.11,nan,-0.04,-0.11,nan,nan,-0.08,-0.01,nan
53179,-0.214551517,0.041612764,101.3168869,0, None,0,0,0,-0.08,nan,-0.27,-0.16,-0.28,-0.14,-0.22,-0.26,-0.08,nan,-0.13,-0.15,-0.13,-0.19,nan,-0.07,0.1
53196,35.71240562,-5.703520576,-21.59724511,0, None,0,0,0,0.13,-0.75,0.31,0.08,0.09,0.24,0.1,0.11,0.13,0.35,0.12,0.01,0.09,0.04,0.31,0.12,nan
53212,20.71384183,-2.145888124,-81.70491915,0, None,0,0,0,0.16,nan,0.2,0.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
53226,17.97360842,-0.924999902,70.13907319,0, None,0,0,0,0.2,nan,nan,-0.03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
53229,-27.38567767,0.96304397,9.753566512,0, None,0,0,0,-0.07,nan,nan,0.17,-0.11,nan,-0.03,-0.03,0.05,nan,-0.05,-0.13,-0.09,nan,0.05,-0.14,-0.22
